STN;YYYYMMDD;HH;FH;T;Q;P;U
260;20230105;23;50;109;0;10176;88
260;20230105;24;60;110;0;10169;85
260;20230106;1;60;106;0;10167;88
260;20230106;2;50;109;0;10163;83
260;20230106;3;50;107;0;10154;82
260;20230106;4;60;108;0;10144;80
260;20230106;5;70;110;0;10139;79
260;20230106;6;70;105;0;10138;86
260;20230106;7;70;103;0;10141;91
260;20230106;8;60;102;1;10151;91
260;20230106;9;40;102;14;10161;86
260;20230106;10;40;104;51;10168;80
260;20230106;11;50;106;75;10170;73
260;20230106;12;40;107;61;10168;76
260;20230106;13;50;113;75;10168;70
260;20230106;14;50;110;60;10166;68
260;20230106;15;40;105;14;10164;70
260;20230106;16;40;98;3;10164;75
260;20230106;17;30;96;0;10162;81
260;20230106;18;30;97;0;10162;83
260;20230106;19;20;100;0;10160;87
260;20230106;20;30;106;0;10156;94
260;20230106;21;40;111;0;10154;92
260;20230106;22;50;110;0;10153;94
260;20230106;23;50;109;0;10153;94
260;20230106;24;60;110;0;10150;92
260;20230107;1;50;109;0;10144;88
260;20230107;2;40;105;0;10141;89
260;20230107;3;50;104;0;10139;89
260;20230107;4;50;99;0;10132;89
260;20230107;5;60;99;0;10128;88
260;20230107;6;50;100;0;10123;87
260;20230107;7;50;99;0;10116;86
260;20230107;8;50;102;1;10112;80
260;20230107;9;60;102;13;10109;78
260;20230107;10;60;108;18;10102;71
260;20230107;11;50;112;42;10090;70
260;20230107;12;60;117;68;10077;65
260;20230107;13;70;111;48;10065;68
260;20230107;14;60;112;44;10054;68
260;20230107;15;60;110;16;10050;68
260;20230107;16;60;108;4;10043;70
260;20230107;17;60;103;0;10042;75
260;20230107;18;60;97;0;10034;80
260;20230107;19;60;95;0;10032;81
260;20230107;20;60;101;0;10028;78
260;20230107;21;70;100;0;10025;83
260;20230107;22;60;102;0;10023;81
260;20230107;23;60;107;0;10022;79
260;20230107;24;60;84;0;10024;87
260;20230108;1;40;87;0;10017;88
260;20230108;2;40;90;0;10018;82
260;20230108;3;40;92;0;10015;83
260;20230108;4;30;90;0;10012;84
260;20230108;5;30;83;0;10009;83
260;20230108;6;30;73;0;10008;88
260;20230108;7;30;72;0;10009;88
260;20230108;8;30;66;1;10007;88
260;20230108;9;40;68;9;10002;83
260;20230108;10;50;80;47;10002;80
260;20230108;11;50;91;72;9996;78
260;20230108;12;50;96;78;9988;75
260;20230108;13;60;97;59;9980;74
260;20230108;14;50;100;61;9974;70
260;20230108;15;50;94;30;9968;70
260;20230108;16;50;86;7;9965;73
260;20230108;17;40;81;0;9962;76
260;20230108;18;40;84;0;9952;76
260;20230108;19;40;82;0;9944;78
260;20230108;20;50;84;0;9936;76
260;20230108;21;40;81;0;9930;78
260;20230108;22;40;77;0;9924;81
260;20230108;23;50;77;0;9923;85
260;20230108;24;50;73;0;9930;83
260;20230109;1;50;67;0;9931;84
260;20230109;2;40;59;0;9934;88
260;20230109;3;40;55;0;9934;90
260;20230109;4;40;50;0;9933;91
260;20230109;5;50;56;0;9932;89
260;20230109;6;40;61;0;9930;88
260;20230109;7;50;65;0;9927;88
260;20230109;8;50;67;1;9931;91
260;20230109;9;50;71;3;9943;92
260;20230109;10;50;80;17;9958;88
260;20230109;11;50;79;30;9969;82
260;20230109;12;40;75;34;9977;86
260;20230109;13;40;85;39;9982;79
260;20230109;14;40;81;28;9991;81
260;20230109;15;40;81;18;10005;79
260;20230109;16;30;77;4;10017;79
260;20230109;17;30;70;0;10029;86
260;20230109;18;30;68;0;10038;84
260;20230109;19;30;71;0;10053;83
260;20230109;20;40;73;0;10067;79
260;20230109;21;40;74;0;10079;78
260;20230109;22;30;73;0;10088;75
260;20230109;23;30;66;0;10100;77
260;20230109;24;30;65;0;10111;76
260;20230110;1;40;68;0;10120;78
260;20230110;2;40;64;0;10125;86
260;20230110;3;30;66;0;10129;85
260;20230110;4;40;72;0;10137;80
260;20230110;5;30;66;0;10142;82
260;20230110;6;30;52;0;10150;87
260;20230110;7;30;65;0;10157;87
260;20230110;8;40;57;2;10164;86
260;20230110;9;50;57;15;10164;85
260;20230110;10;40;58;23;10164;83
260;20230110;11;50;56;29;10159;82
260;20230110;12;50;62;28;10151;82
260;20230110;13;50;68;20;10141;80
260;20230110;14;60;72;17;10132;78
260;20230110;15;70;64;6;10116;88
260;20230110;16;70;63;1;10107;91
260;20230110;17;80;62;0;10094;92
260;20230110;18;80;68;0;10086;92
260;20230110;19;80;77;0;10080;91
260;20230110;20;70;83;0;10076;90
260;20230110;21;70;86;0;10068;92
260;20230110;22;70;90;0;10060;94
260;20230110;23;60;97;0;10053;95
260;20230110;24;60;104;0;10048;94
260;20230111;1;60;107;0;10047;95
260;20230111;2;70;112;0;10048;94
260;20230111;3;70;115;0;10048;94
260;20230111;4;50;112;0;10053;97
260;20230111;5;50;115;0;10059;91
260;20230111;6;50;109;0;10064;87
260;20230111;7;40;103;0;10071;84
260;20230111;8;50;99;1;10080;83
260;20230111;9;40;88;6;10091;86
260;20230111;10;40;99;39;10095;81
260;20230111;11;50;103;74;10098;78
260;20230111;12;60;101;68;10099;77
260;20230111;13;70;103;66;10100;68
260;20230111;14;60;105;59;10097;68
260;20230111;15;60;97;35;10099;74
260;20230111;16;70;95;7;10101;71
260;20230111;17;70;95;0;10100;71
260;20230111;18;70;95;0;10096;72
260;20230111;19;80;91;0;10089;79
260;20230111;20;90;86;0;10081;83
260;20230111;21;80;86;0;10082;85
260;20230111;22;70;91;0;10079;82
260;20230111;23;70;91;0;10082;82
260;20230111;24;70;91;0;10081;84
260;20230112;1;70;91;0;10074;90
260;20230112;2;70;92;0;10065;92
260;20230112;3;70;93;0;10053;90
260;20230112;4;80;89;0;10034;91
260;20230112;5;80;91;0;10021;90
260;20230112;6;100;93;0;10020;91
260;20230112;7;80;97;0;10024;94
260;20230112;8;70;110;1;10027;90
260;20230112;9;80;111;3;10033;91
260;20230112;10;80;113;6;10041;90
260;20230112;11;70;110;8;10044;94
260;20230112;12;70;110;10;10040;94
260;20230112;13;70;110;11;10035;93
260;20230112;14;70;109;7;10030;93
260;20230112;15;70;109;5;10028;93
260;20230112;16;80;109;1;10025;91
260;20230112;17;80;109;0;10026;92
260;20230112;18;80;107;0;10025;92
260;20230112;19;80;107;0;10025;91
260;20230112;20;80;105;0;10020;91
260;20230112;21;60;100;0;10021;93
260;20230112;22;70;105;0;10021;82
260;20230112;23;70;99;0;10026;82
260;20230112;24;70;94;0;10026;74
260;20230113;1;60;89;0;10022;78
260;20230113;2;70;88;0;10022;79
260;20230113;3;70;88;0;10017;74
260;20230113;4;80;87;0;10015;76
260;20230113;5;80;85;0;10017;72
260;20230113;6;70;82;0;10016;76
260;20230113;7;70;84;0;10020;73
260;20230113;8;80;87;1;10023;70
260;20230113;9;70;83;9;10029;76
260;20230113;10;70;84;13;10035;77
260;20230113;11;70;89;18;10042;74
260;20230113;12;70;94;27;10048;68
260;20230113;13;80;97;31;10055;66
260;20230113;14;80;97;27;10065;67
260;20230113;15;70;95;17;10075;68
260;20230113;16;70;92;6;10087;71
260;20230113;17;60;84;0;10097;80
260;20230113;18;70;78;0;10102;81
260;20230113;19;60;81;0;10110;79
260;20230113;20;60;81;0;10120;80
260;20230113;21;60;85;0;10125;76
260;20230113;22;50;85;0;10129;74
260;20230113;23;60;86;0;10135;72
260;20230113;24;50;86;0;10135;70
260;20230114;1;30;75;0;10137;74
260;20230114;2;40;73;0;10136;80
260;20230114;3;40;62;0;10128;85
260;20230114;4;50;59;0;10119;85
260;20230114;5;40;58;0;10109;88
260;20230114;6;50;66;0;10096;86
260;20230114;7;60;68;0;10080;85
260;20230114;8;60;65;1;10059;91
260;20230114;9;60;71;3;10039;92
260;20230114;10;70;78;5;10024;92
260;20230114;11;80;85;9;9999;92
260;20230114;12;80;95;9;9983;91
260;20230114;13;80;98;11;9968;92
260;20230114;14;90;105;8;9957;92
260;20230114;15;90;108;6;9949;93
260;20230114;16;80;110;1;9943;94
260;20230114;17;70;113;0;9945;95
260;20230114;18;60;114;0;9947;91
260;20230114;19;60;109;0;9953;88
260;20230114;20;60;77;0;9971;85
260;20230114;21;40;78;0;9972;81
260;20230114;22;40;82;0;9973;72
260;20230114;23;40;78;0;9974;71
260;20230114;24;50;78;0;9973;70
260;20230115;1;50;75;0;9973;73
260;20230115;2;50;74;0;9975;71
260;20230115;3;60;71;0;9972;70
260;20230115;4;50;66;0;9971;73
260;20230115;5;60;68;0;9970;71
260;20230115;6;60;65;0;9969;71
260;20230115;7;60;60;0;9971;67
260;20230115;8;60;60;1;9970;66
260;20230115;9;80;67;26;9970;65
260;20230115;10;80;69;38;9971;68
260;20230115;11;90;76;89;9974;67
260;20230115;12;100;71;38;9974;73
260;20230115;13;90;63;22;9973;83
260;20230115;14;70;69;27;9977;81
260;20230115;15;60;69;10;9982;82
260;20230115;16;60;66;3;9986;76
260;20230115;17;60;63;1;9987;81
260;20230115;18;70;58;0;9989;82
260;20230115;19;60;52;0;9988;82
260;20230115;20;60;47;0;9984;82
260;20230115;21;50;43;0;9978;84
260;20230115;22;40;48;0;9969;86
260;20230115;23;40;50;0;9959;84
260;20230115;24;40;47;0;9953;89
260;20230116;1;40;45;0;9941;88
260;20230116;2;40;38;0;9931;89
260;20230116;3;40;35;0;9921;90
260;20230116;4;30;31;0;9904;91
260;20230116;5;30;31;0;9885;90
260;20230116;6;40;37;0;9865;88
260;20230116;7;50;42;0;9852;89
260;20230116;8;60;38;1;9832;90
260;20230116;9;70;42;3;9816;89
260;20230116;10;60;47;7;9806;89
260;20230116;11;60;44;11;9797;90
260;20230116;12;40;49;19;9786;90
260;20230116;13;30;51;19;9775;90
260;20230116;14;30;52;17;9769;89
260;20230116;15;30;53;11;9767;90
260;20230116;16;20;51;3;9767;91
260;20230116;17;30;39;0;9771;91
260;20230116;18;30;34;0;9777;92
260;20230116;19;40;37;0;9786;90
260;20230116;20;30;36;0;9792;90
260;20230116;21;30;36;0;9800;90
260;20230116;22;40;33;0;9808;90
260;20230116;23;40;40;0;9818;87
260;20230116;24;50;35;0;9829;83
260;20230117;1;40;18;0;9837;91
260;20230117;2;20;16;0;9847;91
260;20230117;3;30;15;0;9853;90
260;20230117;4;20;11;0;9858;91
260;20230117;5;20;6;0;9857;89
260;20230117;6;30;8;0;9861;90
260;20230117;7;20;8;0;9863;86
260;20230117;8;20;11;1;9866;80
260;20230117;9;30;12;12;9870;78
260;20230117;10;20;21;37;9875;77
260;20230117;11;20;25;54;9876;78
260;20230117;12;20;38;57;9874;71
260;20230117;13;30;46;96;9872;60
260;20230117;14;30;45;74;9874;62
260;20230117;15;30;42;42;9877;62
260;20230117;16;20;23;9;9878;70
260;20230117;17;20;4;0;9881;79
260;20230117;18;20;-12;0;9889;87
260;20230117;19;20;-3;0;9895;85
260;20230117;20;20;6;0;9900;81
260;20230117;21;30;6;0;9901;80
260;20230117;22;30;-3;0;9902;85
260;20230117;23;20;-2;0;9906;82
260;20230117;24;20;-7;0;9906;84
260;20230118;1;20;-12;0;9907;86
260;20230118;2;20;-19;0;9910;90
260;20230118;3;10;-33;0;9914;92
260;20230118;4;20;-32;0;9915;93
260;20230118;5;30;-11;0;9919;88
260;20230118;6;20;-8;0;9923;85
260;20230118;7;30;-3;0;9929;85
260;20230118;8;30;1;1;9935;83
260;20230118;9;30;12;20;9941;79
260;20230118;10;40;24;59;9947;75
260;20230118;11;40;34;86;9949;73
260;20230118;12;50;39;100;9949;72
260;20230118;13;60;48;103;9950;72
260;20230118;14;60;44;56;9953;72
260;20230118;15;60;39;25;9959;76
260;20230118;16;60;37;6;9962;78
260;20230118;17;60;39;0;9966;80
260;20230118;18;60;36;0;9973;84
260;20230118;19;60;35;0;9976;84
260;20230118;20;60;34;0;9980;85
260;20230118;21;50;31;0;9982;85
260;20230118;22;50;13;0;9993;92
260;20230118;23;40;25;0;9991;92
260;20230118;24;40;32;0;9993;90
260;20230119;1;40;30;0;9993;92
260;20230119;2;40;35;0;9997;92
260;20230119;3;50;32;0;10005;88
260;20230119;4;40;21;0;10009;90
260;20230119;5;40;25;0;10011;90
260;20230119;6;30;27;0;10016;91
260;20230119;7;20;28;0;10024;88
260;20230119;8;30;24;1;10032;87
260;20230119;9;30;36;15;10041;81
260;20230119;10;30;51;49;10046;70
260;20230119;11;30;58;89;10048;61
260;20230119;12;40;60;105;10049;59
260;20230119;13;50;57;86;10050;53
260;20230119;14;40;52;63;10053;59
260;20230119;15;30;52;48;10056;54
260;20230119;16;30;38;12;10060;60
260;20230119;17;20;24;0;10066;71
260;20230119;18;20;-1;0;10070;84
260;20230119;19;30;20;0;10075;81
260;20230119;20;30;13;0;10081;88
260;20230119;21;10;9;0;10088;92
260;20230119;22;20;7;0;10093;93
260;20230119;23;30;6;0;10097;94
260;20230119;24;30;5;0;10099;93
260;20230120;1;30;6;0;10102;93
260;20230120;2;30;6;0;10107;93
260;20230120;3;30;3;0;10107;94
260;20230120;4;40;3;0;10108;95
260;20230120;5;30;4;0;10112;94
260;20230120;6;40;4;0;10115;94
260;20230120;7;30;3;0;10115;96
260;20230120;8;30;4;1;10121;96
260;20230120;9;30;7;5;10125;95
260;20230120;10;30;6;8;10130;95
260;20230120;11;30;4;7;10130;95
260;20230120;12;30;5;20;10133;95
260;20230120;13;30;6;28;10136;95
260;20230120;14;40;9;21;10141;94
260;20230120;15;30;10;15;10154;94
260;20230120;16;30;12;5;10169;92
260;20230120;17;30;13;0;10183;92
260;20230120;18;30;10;0;10200;92
260;20230120;19;30;6;0;10213;91
260;20230120;20;30;2;0;10225;91
260;20230120;21;30;-1;0;10236;89
260;20230120;22;30;-4;0;10247;87
260;20230120;23;30;-7;0;10258;89
260;20230120;24;30;-6;0;10265;88
260;20230121;1;30;-11;0;10272;90
260;20230121;2;20;-16;0;10281;91
260;20230121;3;20;-20;0;10288;92
260;20230121;4;20;-21;0;10292;92
260;20230121;5;20;-32;0;10297;94
260;20230121;6;10;-35;0;10302;96
260;20230121;7;20;-26;0;10313;98
260;20230121;8;20;-27;2;10319;98
260;20230121;9;20;-24;8;10326;99
260;20230121;10;10;-13;20;10333;95
260;20230121;11;10;-10;35;10334;94
260;20230121;12;10;-5;43;10334;93
260;20230121;13;10;0;62;10330;91
260;20230121;14;20;-1;41;10333;92
260;20230121;15;20;-4;22;10338;94
260;20230121;16;20;-8;5;10343;94
260;20230121;17;30;-5;1;10345;94
260;20230121;18;30;-4;0;10347;94
260;20230121;19;20;-10;0;10347;95
260;20230121;20;20;-14;0;10347;98
260;20230121;21;30;-11;0;10350;98
260;20230121;22;20;-12;0;10348;98
260;20230121;23;20;-16;0;10346;99
260;20230121;24;20;-22;0;10344;98
260;20230122;1;20;-17;0;10341;96
260;20230122;2;20;-16;0;10337;94
260;20230122;3;20;-14;0;10334;94
260;20230122;4;30;-13;0;10333;94
260;20230122;5;20;-11;0;10332;91
260;20230122;6;20;-5;0;10335;90
260;20230122;7;30;-1;0;10335;86
260;20230122;8;30;-1;1;10338;85
260;20230122;9;30;1;7;10340;84
260;20230122;10;30;5;31;10342;84
260;20230122;11;40;5;35;10342;83
260;20230122;12;40;8;41;10337;84
260;20230122;13;30;11;38;10336;83
260;20230122;14;40;12;31;10337;83
260;20230122;15;30;11;17;10340;84
260;20230122;16;30;11;5;10341;86
260;20230122;17;20;11;0;10343;87
260;20230122;18;20;12;0;10345;88
260;20230122;19;20;13;0;10348;89
260;20230122;20;20;14;0;10348;88
260;20230122;21;20;13;0;10351;90
260;20230122;22;20;14;0;10354;90
260;20230122;23;20;14;0;10357;90
260;20230122;24;20;14;0;10358;91
260;20230123;1;20;13;0;10356;92
260;20230123;2;20;13;0;10357;93
260;20230123;3;20;12;0;10360;94
260;20230123;4;30;13;0;10361;94
260;20230123;5;30;14;0;10363;94
260;20230123;6;20;14;0;10364;94
260;20230123;7;20;15;0;10369;94
260;20230123;8;20;16;2;10373;94
260;20230123;9;20;18;12;10377;95
260;20230123;10;20;25;29;10380;91
260;20230123;11;20;31;53;10379;88
260;20230123;12;30;37;79;10379;83
260;20230123;13;30;39;64;10380;81
260;20230123;14;30;40;40;10378;82
260;20230123;15;20;40;17;10375;83
260;20230123;16;20;35;4;10376;80
260;20230123;17;20;28;0;10380;82
260;20230123;18;20;29;0;10383;84
260;20230123;19;20;31;0;10385;81
260;20230123;20;20;29;0;10387;84
260;20230123;21;30;32;0;10389;79
260;20230123;22;30;33;0;10389;77
260;20230123;23;30;31;0;10390;78
260;20230123;24;30;31;0;10390;77
260;20230124;1;40;30;0;10387;76
260;20230124;2;30;29;0;10386;77
260;20230124;3;30;28;0;10385;77
260;20230124;4;30;26;0;10384;80
260;20230124;5;30;24;0;10387;79
260;20230124;6;30;21;0;10389;81
260;20230124;7;30;19;0;10391;82
260;20230124;8;30;18;1;10395;83
260;20230124;9;40;17;7;10399;84
260;20230124;10;30;18;11;10403;84
260;20230124;11;30;19;17;10399;84
260;20230124;12;30;19;22;10396;83
260;20230124;13;30;20;23;10389;82
260;20230124;14;30;20;21;10388;82
260;20230124;15;30;18;13;10388;81
260;20230124;16;30;16;6;10389;82
260;20230124;17;30;15;0;10388;82
260;20230124;18;20;13;0;10390;84
260;20230124;19;20;11;0;10389;83
260;20230124;20;20;9;0;10389;84
260;20230124;21;10;9;0;10390;84
260;20230124;22;10;6;0;10388;85
260;20230124;23;20;4;0;10384;85
260;20230124;24;10;3;0;10380;85
260;20230125;1;10;0;0;10375;86
260;20230125;2;10;-1;0;10374;85
260;20230125;3;10;-1;0;10369;87
260;20230125;4;20;-4;0;10363;87
260;20230125;5;20;-5;0;10360;86
260;20230125;6;20;-7;0;10359;86
260;20230125;7;10;-7;0;10359;87
260;20230125;8;10;-6;1;10355;87
260;20230125;9;20;-10;5;10352;87
260;20230125;10;20;-10;10;10349;88
260;20230125;11;20;-11;16;10340;87
260;20230125;12;20;-11;19;10325;88
260;20230125;13;20;-10;19;10313;89
260;20230125;14;30;-11;14;10307;89
260;20230125;15;20;-11;8;10305;89
260;20230125;16;20;-11;3;10301;89
260;20230125;17;20;-9;0;10293;89
260;20230125;18;30;-8;0;10281;92
260;20230125;19;30;-6;0;10274;93
260;20230125;20;30;-5;0;10268;94
260;20230125;21;30;-6;0;10265;97
260;20230125;22;30;-6;0;10262;97
260;20230125;23;30;-5;0;10256;97
260;20230125;24;30;-5;0;10251;97
260;20230126;1;30;-5;0;10247;94
260;20230126;2;30;-3;0;10245;94
260;20230126;3;20;-3;0;10245;95
260;20230126;4;10;-1;0;10245;97
260;20230126;5;10;0;0;10243;97
260;20230126;6;10;3;0;10243;97
260;20230126;7;10;4;0;10247;97
260;20230126;8;10;12;1;10251;98
260;20230126;9;20;25;9;10253;97
260;20230126;10;30;55;34;10256;91
260;20230126;11;30;67;75;10258;83
260;20230126;12;40;76;91;10255;77
260;20230126;13;50;78;77;10249;76
260;20230126;14;50;78;72;10250;76
260;20230126;15;50;72;35;10251;79
260;20230126;16;50;68;9;10253;76
260;20230126;17;50;66;0;10254;74
260;20230126;18;40;63;0;10254;76
260;20230126;19;40;62;0;10253;77
260;20230126;20;40;60;0;10255;78
260;20230126;21;40;55;0;10254;81
260;20230126;22;40;48;0;10252;86
260;20230126;23;40;53;0;10253;84
260;20230126;24;40;53;0;10254;80
260;20230127;1;50;50;0;10254;80
260;20230127;2;40;47;0;10257;81
260;20230127;3;40;41;0;10260;82
260;20230127;4;60;39;0;10264;82
260;20230127;5;50;42;0;10267;79
260;20230127;6;50;45;0;10271;74
260;20230127;7;50;42;0;10274;72
260;20230127;8;40;39;3;10279;72
260;20230127;9;30;43;29;10280;71
260;20230127;10;40;44;67;10283;73
260;20230127;11;50;43;38;10286;75
260;20230127;12;50;42;28;10283;76
260;20230127;13;40;49;35;10279;73
260;20230127;14;40;45;21;10279;74
260;20230127;15;40;42;12;10283;73
260;20230127;16;40;40;5;10286;74
260;20230127;17;30;39;0;10290;77
260;20230127;18;30;37;0;10295;75
260;20230127;19;30;36;0;10300;76
260;20230127;20;30;33;0;10302;76
260;20230127;21;30;31;0;10301;79
260;20230127;22;30;29;0;10298;79
260;20230127;23;20;26;0;10298;78
260;20230127;24;20;25;0;10299;77
260;20230128;1;20;23;0;10299;77
260;20230128;2;10;22;0;10301;77
260;20230128;3;20;22;0;10302;78
260;20230128;4;20;21;0;10302;73
260;20230128;5;20;19;0;10303;74
260;20230128;6;20;18;0;10303;73
260;20230128;7;20;17;0;10307;73
260;20230128;8;10;17;2;10310;76
260;20230128;9;10;20;7;10315;71
260;20230128;10;10;31;58;10318;68
260;20230128;11;10;37;101;10315;64
260;20230128;12;10;51;116;10306;62
260;20230128;13;10;53;101;10301;64
260;20230128;14;10;55;88;10298;60
260;20230128;15;20;49;48;10300;64
260;20230128;16;20;44;8;10305;69
260;20230128;17;10;41;1;10305;72
260;20230128;18;10;37;0;10309;76
260;20230128;19;20;35;0;10313;75
260;20230128;20;20;34;0;10310;76
260;20230128;21;20;31;0;10308;80
260;20230128;22;20;33;0;10309;80
260;20230128;23;20;32;0;10304;81
260;20230128;24;20;33;0;10300;80
260;20230129;1;30;35;0;10294;79
260;20230129;2;30;35;0;10294;79
260;20230129;3;20;34;0;10295;80
260;20230129;4;30;34;0;10288;80
260;20230129;5;30;32;0;10283;80
260;20230129;6;30;32;0;10282;78
260;20230129;7;40;32;0;10278;77
260;20230129;8;40;32;1;10275;77
260;20230129;9;40;35;7;10270;75
260;20230129;10;40;37;17;10270;75
260;20230129;11;50;41;18;10263;76
260;20230129;12;50;42;15;10257;76
260;20230129;13;50;45;14;10244;77
260;20230129;14;50;51;30;10233;76
260;20230129;15;50;51;20;10227;76
260;20230129;16;60;49;6;10223;79
260;20230129;17;50;41;0;10220;85
260;20230129;18;50;45;0;10214;81
260;20230129;19;60;46;0;10204;83
260;20230129;20;60;48;0;10199;83
260;20230129;21;60;50;0;10195;86
260;20230129;22;50;55;0;10182;88
260;20230129;23;60;61;0;10177;89
260;20230129;24;60;66;0;10170;90
260;20230130;1;50;70;0;10162;90
260;20230130;2;50;76;0;10156;87
260;20230130;3;60;72;0;10152;91
260;20230130;4;50;78;0;10150;87
260;20230130;5;50;80;0;10151;81
260;20230130;6;60;73;0;10153;78
260;20230130;7;50;67;0;10157;74
260;20230130;8;60;67;5;10163;71
260;20230130;9;60;72;24;10170;69
260;20230130;10;60;75;26;10177;70
260;20230130;11;70;78;35;10181;68
260;20230130;12;70;82;80;10181;67
260;20230130;13;70;83;79;10186;67
260;20230130;14;60;81;27;10194;67
260;20230130;15;50;80;17;10206;67
260;20230130;16;60;78;11;10213;68
260;20230130;17;40;59;1;10227;80
260;20230130;18;30;54;0;10234;83
260;20230130;19;20;49;0;10239;84
260;20230130;20;30;51;0;10242;80
260;20230130;21;30;51;0;10244;81
260;20230130;22;30;53;0;10247;80
260;20230130;23;30;47;0;10245;78
260;20230130;24;30;39;0;10242;82
260;20230131;1;30;37;0;10234;83
260;20230131;2;30;38;0;10235;85
260;20230131;3;40;50;0;10231;86
260;20230131;4;40;50;0;10227;87
260;20230131;5;40;52;0;10222;88
260;20230131;6;50;53;0;10218;89
260;20230131;7;50;54;0;10213;88
260;20230131;8;50;55;2;10207;89
260;20230131;9;50;60;13;10203;87
260;20230131;10;60;63;25;10201;87
