STN;YYYYMMDD;HH;FH;T;Q;P;U
260;20210112;18;20;24;0;10136;91
260;20210112;19;20;12;0;10143;91
260;20210112;20;20;20;0;10150;84
260;20210112;21;20;28;0;10154;79
260;20210112;22;30;34;0;10160;79
260;20210112;23;20;25;0;10164;83
260;20210112;24;30;23;0;10165;84
260;20210113;1;30;24;0;10163;91
260;20210113;2;30;29;0;10163;83
260;20210113;3;30;31;0;10167;88
260;20210113;4;30;35;0;10166;87
260;20210113;5;40;38;0;10162;79
260;20210113;6;30;39;0;10161;77
260;20210113;7;30;38;0;10159;75
260;20210113;8;30;37;1;10159;77
260;20210113;9;30;46;24;10158;73
260;20210113;10;40;50;44;10158;73
260;20210113;11;40;54;67;10157;71
260;20210113;12;50;60;65;10153;67
260;20210113;13;50;55;55;10146;65
260;20210113;14;50;53;56;10143;69
260;20210113;15;40;50;17;10143;72
260;20210113;16;40;49;3;10142;76
260;20210113;17;30;46;0;10139;80
260;20210113;18;30;44;0;10139;85
260;20210113;19;20;45;0;10144;86
260;20210113;20;20;49;0;10146;81
260;20210113;21;30;46;0;10153;89
260;20210113;22;20;42;0;10161;90
260;20210113;23;20;40;0;10171;78
260;20210113;24;20;36;0;10175;72
260;20210114;1;10;33;0;10176;71
260;20210114;2;20;28;0;10181;74
260;20210114;3;10;15;0;10184;86
260;20210114;4;10;5;0;10186;91
260;20210114;5;10;2;0;10187;95
260;20210114;6;20;7;0;10191;90
260;20210114;7;10;4;0;10195;92
260;20210114;8;20;10;0;10199;87
260;20210114;9;20;15;10;10204;84
260;20210114;10;30;19;24;10206;79
260;20210114;11;40;21;45;10203;77
260;20210114;12;40;23;51;10199;75
260;20210114;13;50;22;47;10195;74
260;20210114;14;50;21;42;10192;74
260;20210114;15;50;19;29;10193;71
260;20210114;16;50;17;6;10196;74
260;20210114;17;50;13;0;10199;77
260;20210114;18;50;11;0;10204;79
260;20210114;19;40;8;0;10211;80
260;20210114;20;40;0;0;10215;84
260;20210114;21;40;-1;0;10221;84
260;20210114;22;40;-4;0;10228;88
260;20210114;23;40;-5;0;10234;87
260;20210114;24;40;-6;0;10238;83
260;20210115;1;40;-4;0;10243;78
260;20210115;2;20;0;0;10250;78
260;20210115;3;30;5;0;10254;75
260;20210115;4;20;8;0;10258;73
260;20210115;5;20;9;0;10262;74
260;20210115;6;20;12;0;10268;72
260;20210115;7;20;15;0;10274;68
260;20210115;8;20;10;0;10279;73
260;20210115;9;10;14;5;10287;72
260;20210115;10;20;14;9;10294;77
260;20210115;11;10;15;11;10298;78
260;20210115;12;10;21;18;10297;75
260;20210115;13;20;22;16;10296;74
260;20210115;14;10;22;12;10296;75
260;20210115;15;10;23;9;10297;76
260;20210115;16;10;15;2;10299;83
260;20210115;17;0;8;0;10300;88
260;20210115;18;10;9;0;10300;86
260;20210115;19;10;8;0;10303;89
260;20210115;20;10;7;0;10305;88
260;20210115;21;10;14;0;10305;81
260;20210115;22;20;15;0;10305;80
260;20210115;23;20;14;0;10300;81
260;20210115;24;20;12;0;10297;83
260;20210116;1;20;14;0;10295;83
260;20210116;2;20;15;0;10290;82
260;20210116;3;20;14;0;10287;83
260;20210116;4;20;17;0;10280;81
260;20210116;5;20;17;0;10274;78
260;20210116;6;20;15;0;10268;79
260;20210116;7;30;18;0;10264;71
260;20210116;8;30;18;1;10260;68
260;20210116;9;30;18;9;10255;69
260;20210116;10;40;19;21;10253;69
260;20210116;11;40;19;26;10245;70
260;20210116;12;40;19;26;10232;69
260;20210116;13;50;19;20;10218;65
260;20210116;14;60;16;12;10205;64
260;20210116;15;60;-5;6;10199;89
260;20210116;16;50;-8;2;10189;96
260;20210116;17;50;-9;0;10180;98
260;20210116;18;40;-9;0;10174;98
260;20210116;19;40;-8;0;10172;98
260;20210116;20;40;-5;0;10168;97
260;20210116;21;30;-3;0;10165;95
260;20210116;22;30;-2;0;10161;95
260;20210116;23;30;-2;0;10157;95
260;20210116;24;30;-1;0;10151;94
260;20210117;1;30;0;0;10149;96
260;20210117;2;30;2;0;10145;98
260;20210117;3;30;4;0;10145;97
260;20210117;4;20;5;0;10144;98
260;20210117;5;20;6;0;10145;98
260;20210117;6;10;5;0;10147;98
260;20210117;7;10;6;0;10152;98
260;20210117;8;10;6;1;10158;98
260;20210117;9;20;33;8;10168;98
260;20210117;10;20;47;27;10177;94
260;20210117;11;20;55;54;10182;91
260;20210117;12;20;69;70;10185;85
260;20210117;13;30;78;92;10186;79
260;20210117;14;30;74;37;10192;81
260;20210117;15;40;59;24;10203;86
260;20210117;16;30;54;3;10208;92
260;20210117;17;10;46;0;10214;95
260;20210117;18;20;43;0;10221;96
260;20210117;19;20;43;0;10225;93
260;20210117;20;20;49;0;10226;93
260;20210117;21;20;44;0;10229;93
260;20210117;22;20;34;0;10228;95
260;20210117;23;20;28;0;10232;96
260;20210117;24;20;24;0;10230;95
260;20210118;1;30;30;0;10226;92
260;20210118;2;20;25;0;10225;93
260;20210118;3;30;30;0;10225;92
260;20210118;4;20;31;0;10221;94
260;20210118;5;30;36;0;10219;95
260;20210118;6;30;39;0;10216;94
260;20210118;7;40;39;0;10212;94
260;20210118;8;40;44;1;10216;92
260;20210118;9;40;46;6;10214;93
260;20210118;10;40;51;25;10209;91
260;20210118;11;50;55;35;10207;88
260;20210118;12;50;57;27;10204;88
260;20210118;13;50;63;27;10197;86
260;20210118;14;40;63;17;10192;86
260;20210118;15;40;62;17;10188;82
260;20210118;16;50;57;2;10187;86
260;20210118;17;40;58;0;10188;87
260;20210118;18;40;54;0;10186;89
260;20210118;19;40;53;0;10181;91
260;20210118;20;50;52;0;10177;90
260;20210118;21;50;53;0;10172;89
260;20210118;22;50;50;0;10165;90
260;20210118;23;50;55;0;10157;91
260;20210118;24;60;59;0;10148;87
260;20210119;1;70;57;0;10135;82
260;20210119;2;60;54;0;10120;84
260;20210119;3;60;48;0;10105;89
260;20210119;4;60;46;0;10090;92
260;20210119;5;60;48;0;10075;95
260;20210119;6;70;54;0;10058;94
260;20210119;7;70;61;0;10043;93
260;20210119;8;80;68;0;10034;93
260;20210119;9;90;74;2;10031;94
260;20210119;10;80;79;7;10031;95
260;20210119;11;70;95;8;10033;96
260;20210119;12;70;99;10;10034;94
260;20210119;13;70;102;13;10037;89
260;20210119;14;80;103;11;10038;88
260;20210119;15;80;100;15;10040;87
260;20210119;16;80;98;3;10044;84
260;20210119;17;80;97;0;10044;82
260;20210119;18;70;93;0;10044;83
260;20210119;19;80;91;0;10042;82
260;20210119;20;80;86;0;10039;84
260;20210119;21;80;79;0;10031;84
260;20210119;22;70;74;0;10026;84
260;20210119;23;80;74;0;10019;84
260;20210119;24;60;73;0;10013;83
260;20210120;1;70;72;0;10006;81
260;20210120;2;60;69;0;10003;83
260;20210120;3;60;70;0;9994;87
260;20210120;4;60;74;0;9990;84
260;20210120;5;70;77;0;9982;82
260;20210120;6;60;80;0;9978;80
260;20210120;7;60;82;0;9974;78
260;20210120;8;60;84;0;9973;81
260;20210120;9;60;82;9;9972;83
260;20210120;10;60;90;13;9969;74
260;20210120;11;70;92;24;9963;69
260;20210120;12;70;95;42;9957;64
260;20210120;13;60;94;24;9949;66
260;20210120;14;60;94;27;9938;66
260;20210120;15;60;97;17;9933;64
260;20210120;16;60;94;6;9930;62
260;20210120;17;60;96;0;9925;59
260;20210120;18;60;97;0;9920;58
260;20210120;19;70;102;0;9914;58
260;20210120;20;70;106;0;9909;58
260;20210120;21;80;104;0;9901;64
260;20210120;22;60;98;0;9888;71
260;20210120;23;70;102;0;9876;71
260;20210120;24;70;108;0;9857;67
260;20210121;1;80;111;0;9838;66
260;20210121;2;80;113;0;9825;66
260;20210121;3;100;114;0;9816;70
260;20210121;4;110;60;0;9833;88
260;20210121;5;90;77;0;9847;75
260;20210121;6;90;68;0;9866;73
260;20210121;7;80;61;0;9880;71
260;20210121;8;70;55;1;9892;74
260;20210121;9;60;61;26;9896;73
260;20210121;10;80;68;52;9900;77
260;20210121;11;90;76;69;9900;72
260;20210121;12;100;80;66;9899;70
260;20210121;13;100;79;56;9897;70
260;20210121;14;90;81;42;9895;69
260;20210121;15;90;79;23;9897;70
260;20210121;16;80;76;7;9893;71
260;20210121;17;70;75;0;9888;73
260;20210121;18;50;76;0;9883;74
260;20210121;19;70;56;0;9874;86
260;20210121;20;20;50;0;9855;94
260;20210121;21;20;47;0;9834;96
260;20210121;22;20;44;0;9824;97
260;20210121;23;30;35;0;9831;96
260;20210121;24;20;35;0;9837;95
260;20210122;1;30;38;0;9846;93
260;20210122;2;40;40;0;9857;93
260;20210122;3;40;39;0;9864;93
260;20210122;4;50;36;0;9872;91
260;20210122;5;50;37;0;9877;92
260;20210122;6;50;37;0;9884;92
260;20210122;7;50;34;0;9890;92
260;20210122;8;40;35;1;9898;90
260;20210122;9;40;34;10;9906;91
260;20210122;10;40;44;37;9916;88
260;20210122;11;50;58;81;9921;82
260;20210122;12;50;62;81;9926;80
260;20210122;13;50;61;59;9928;79
260;20210122;14;50;64;42;9935;75
260;20210122;15;40;58;27;9942;77
260;20210122;16;40;52;10;9945;82
260;20210122;17;40;46;0;9947;85
260;20210122;18;30;37;0;9952;89
260;20210122;19;30;35;0;9955;90
260;20210122;20;30;31;0;9957;90
260;20210122;21;30;25;0;9960;90
260;20210122;22;20;23;0;9961;88
260;20210122;23;30;21;0;9959;88
260;20210122;24;20;12;0;9956;92
260;20210123;1;30;17;0;9950;89
260;20210123;2;30;14;0;9948;91
260;20210123;3;30;21;0;9946;92
260;20210123;4;30;26;0;9940;91
260;20210123;5;40;24;0;9940;92
260;20210123;6;40;33;0;9938;91
260;20210123;7;50;37;0;9939;88
260;20210123;8;50;36;1;9943;88
260;20210123;9;40;38;7;9945;88
260;20210123;10;40;40;11;9945;87
260;20210123;11;40;43;31;9946;84
260;20210123;12;40;47;49;9945;82
260;20210123;13;30;52;49;9938;78
260;20210123;14;20;49;42;9938;81
260;20210123;15;20;45;24;9936;82
260;20210123;16;20;39;8;9938;84
260;20210123;17;10;21;0;9936;93
260;20210123;18;10;15;0;9936;98
260;20210123;19;20;25;0;9936;94
260;20210123;20;20;27;0;9937;90
260;20210123;21;20;26;0;9937;91
260;20210123;22;20;26;0;9938;90
260;20210123;23;20;28;0;9940;89
260;20210123;24;10;27;0;9939;90
260;20210124;1;20;26;0;9942;84
260;20210124;2;10;21;0;9946;89
260;20210124;3;10;24;0;9952;90
260;20210124;4;20;26;0;9958;89
260;20210124;5;20;25;0;9963;90
260;20210124;6;20;19;0;9968;92
260;20210124;7;20;12;0;9974;92
260;20210124;8;20;6;1;9982;92
260;20210124;9;10;17;19;9987;92
260;20210124;10;30;33;64;9992;83
260;20210124;11;30;52;102;9994;77
260;20210124;12;20;52;67;9993;75
260;20210124;13;30;51;57;9992;66
260;20210124;14;40;43;39;9990;71
260;20210124;15;30;37;18;9991;73
260;20210124;16;30;30;8;9991;78
260;20210124;17;20;25;0;9990;81
260;20210124;18;20;17;0;9988;84
260;20210124;19;20;14;0;9985;85
260;20210124;20;30;13;0;9984;86
260;20210124;21;20;10;0;9982;86
260;20210124;22;20;8;0;9981;87
260;20210124;23;20;5;0;9983;87
260;20210124;24;30;3;0;9984;88
260;20210125;1;20;-1;0;9987;89
260;20210125;2;20;1;0;9991;89
260;20210125;3;20;3;0;9995;87
260;20210125;4;20;-3;0;10000;89
260;20210125;5;20;-9;0;10007;92
260;20210125;6;20;-12;0;10014;93
260;20210125;7;10;-24;0;10021;96
260;20210125;8;10;-27;3;10032;98
260;20210125;9;10;0;47;10040;95
260;20210125;10;10;29;72;10048;78
260;20210125;11;20;40;96;10056;69
260;20210125;12;20;53;111;10059;69
260;20210125;13;30;55;105;10061;66
260;20210125;14;30;48;40;10065;71
260;20210125;15;30;47;26;10068;69
260;20210125;16;30;40;7;10073;73
260;20210125;17;40;40;0;10077;73
260;20210125;18;40;36;0;10078;83
260;20210125;19;40;37;0;10079;88
260;20210125;20;40;30;0;10081;90
260;20210125;21;50;48;0;10082;80
260;20210125;22;50;34;0;10085;89
260;20210125;23;50;36;0;10088;89
260;20210125;24;50;44;0;10091;87
260;20210126;1;50;39;0;10095;85
260;20210126;2;50;41;0;10103;82
260;20210126;3;50;40;0;10110;82
260;20210126;4;50;43;0;10117;83
260;20210126;5;40;44;0;10123;81
260;20210126;6;40;41;0;10132;86
260;20210126;7;40;42;0;10141;84
260;20210126;8;30;42;2;10151;84
260;20210126;9;30;43;25;10160;87
260;20210126;10;30;51;38;10168;82
260;20210126;11;20;57;56;10172;80
260;20210126;12;40;59;60;10170;77
260;20210126;13;40;59;79;10170;78
260;20210126;14;40;63;48;10173;75
260;20210126;15;40;65;53;10176;68
260;20210126;16;30;51;18;10175;75
260;20210126;17;30;41;0;10175;75
260;20210126;18;30;42;0;10173;79
260;20210126;19;30;42;0;10169;84
260;20210126;20;40;41;0;10167;85
260;20210126;21;40;38;0;10164;85
260;20210126;22;40;35;0;10160;82
260;20210126;23;30;31;0;10156;80
260;20210126;24;40;29;0;10151;77
260;20210127;1;60;26;0;10146;81
260;20210127;2;50;22;0;10132;87
260;20210127;3;50;23;0;10122;84
260;20210127;4;60;20;0;10115;87
260;20210127;5;50;17;0;10104;92
260;20210127;6;40;18;0;10100;94
260;20210127;7;40;20;0;10092;95
260;20210127;8;50;23;0;10093;96
260;20210127;9;50;27;3;10094;97
260;20210127;10;50;34;9;10098;97
260;20210127;11;40;43;14;10100;98
260;20210127;12;30;53;21;10098;97
260;20210127;13;30;57;18;10100;95
260;20210127;14;30;66;22;10101;94
260;20210127;15;30;67;13;10102;93
260;20210127;16;30;69;3;10103;91
260;20210127;17;30;68;0;10105;92
260;20210127;18;20;68;0;10105;94
260;20210127;19;20;68;0;10105;95
260;20210127;20;30;69;0;10106;96
260;20210127;21;30;69;0;10107;96
260;20210127;22;20;70;0;10106;94
260;20210127;23;20;68;0;10106;95
260;20210127;24;20;67;0;10102;97
260;20210128;1;10;63;0;10092;97
260;20210128;2;10;54;0;10084;97
260;20210128;3;10;56;0;10073;100
260;20210128;4;10;55;0;10066;98
260;20210128;5;20;57;0;10049;99
260;20210128;6;30;56;0;10035;98
260;20210128;7;30;56;0;10024;98
260;20210128;8;40;54;0;10014;98
260;20210128;9;40;52;3;10006;96
260;20210128;10;40;51;6;10002;96
260;20210128;11;40;52;8;10001;97
260;20210128;12;40;55;16;9996;95
260;20210128;13;40;56;12;10001;95
260;20210128;14;30;55;12;10005;95
260;20210128;15;30;55;9;10008;94
260;20210128;16;20;54;3;10021;94
260;20210128;17;30;51;0;10020;95
260;20210128;18;30;46;0;10021;94
260;20210128;19;30;43;0;10021;96
260;20210128;20;30;42;0;10020;97
260;20210128;21;30;41;0;10013;98
260;20210128;22;30;40;0;10007;98
260;20210128;23;30;43;0;9999;98
260;20210128;24;30;47;0;9983;99
260;20210129;1;30;51;0;9967;99
260;20210129;2;30;55;0;9953;98
260;20210129;3;30;61;0;9934;98
260;20210129;4;30;69;0;9919;98
260;20210129;5;30;85;0;9911;98
260;20210129;6;50;88;0;9909;94
260;20210129;7;50;87;0;9911;94
260;20210129;8;60;90;0;9919;93
260;20210129;9;70;87;3;9927;91
260;20210129;10;70;93;22;9934;82
260;20210129;11;60;100;51;9938;81
260;20210129;12;60;95;40;9942;82
260;20210129;13;60;93;32;9941;84
260;20210129;14;50;96;32;9940;81
260;20210129;15;60;94;19;9943;81
260;20210129;16;50;91;9;9948;82
260;20210129;17;60;91;0;9954;78
260;20210129;18;70;81;0;9958;79
260;20210129;19;70;72;0;9968;84
260;20210129;20;60;62;0;9985;84
260;20210129;21;50;49;0;9998;85
260;20210129;22;40;35;0;10005;85
260;20210129;23;50;24;0;10017;80
260;20210129;24;40;20;0;10022;79
260;20210130;1;40;15;0;10024;79
260;20210130;2;60;7;0;10028;78
260;20210130;3;50;7;0;10029;79
260;20210130;4;50;6;0;10033;79
260;20210130;5;40;-2;0;10030;80
260;20210130;6;40;-2;0;10028;81
260;20210130;7;50;3;0;10029;79
260;20210130;8;60;3;3;10029;78
260;20210130;9;60;6;17;10026;77
260;20210130;10;70;9;33;10026;76
260;20210130;11;70;14;48;10024;74
260;20210130;12;70;17;51;10020;74
260;20210130;13;60;21;51;10013;72
260;20210130;14;60;20;32;10012;73
260;20210130;15;60;18;24;10012;72
260;20210130;16;60;13;11;10018;77
260;20210130;17;50;8;1;10023;79
260;20210130;18;50;4;0;10029;81
260;20210130;19;50;0;0;10032;81
260;20210130;20;50;-6;0;10036;82
260;20210130;21;50;-13;0;10040;85
260;20210130;22;50;-17;0;10044;87
260;20210130;23;40;-21;0;10044;88
260;20210130;24;30;-25;0;10047;89
260;20210131;1;30;-29;0;10051;89
260;20210131;2;20;-33;0;10051;90
260;20210131;3;30;-38;0;10049;92
260;20210131;4;20;-44;0;10050;93
260;20210131;5;30;-44;0;10050;92
260;20210131;6;20;-47;0;10053;93
260;20210131;7;20;-51;0;10051;92
260;20210131;8;20;-50;4;10058;93
260;20210131;9;20;-40;32;10052;91
260;20210131;10;30;-27;71;10049;89
