;Overig;Temperatuur;Overig;Overig;Vochtigheid;Overig;Luchtflow;Luchtflow;Overig;Overig;Overig;Overig;Overig;Temperatuur;Temperatuur;Overig;Temperatuur;Overig;Overig;Overig;Overig;Overig;Overig;Efficiëntie;Energie;Temperatuur;Temperatuur;Overig;Overdruk;Temperatuur;Cascade;Overig;Vochtigheid;Sproeinozzles;Temperatuur;Temperatuur;Vochtigheid;Water;Temperatuur;Cascade;Cascade;Cascade;Energie;Cascade;Efficiëntie;Energie;Overig;Efficiëntie;Energie;Efficiëntie;Toevoer;Energie;Energie
;wind__m_s_1;temp_outdoor__degC;sol_ghi__W_m_2;Air_outdoor__Pa;humidity_outdoor_rel__0;occupancy__perc;air_flow_office_set__m3_s_1;air_flow_office__m3_s_1;tijd met tijdzone;azimut;elevatie;instralingsfactor;solar_chimney__W_m_2;temp_air_chimney_out__degC;temp_air_chimney_average__degC;chimney_draft__Pa;temp_air_heat_recovery_in__degC;wind_ventec_inflow__m_s_1;wind_venturi_accelerated__m_s_1;ejector__m_s_1;wind_venturi_pressure_coefficient__0;venturi_draft__Pa;exhaust_fan__Pa;eta_fan_exh__W0;e_fan_exh__W;temp_overpressure_in__degC;temp_overpressure_out__degC;wind_overpressure_inflow__m_s_1;overpressure_room_gain__Pa;temp_air_cascade_in__degC;cascade_air__m_s_1;total_droplet_velocity__m_s_1;humidity_cascade_in_abs__gr_kg_1;nozzles__0;temp_air_cascade_out__degC;temp_water_cascade_out__degC;humidity_cascade_out_abs__gr_kg_1;water_cascade__kg_s_1;temp_air_cascade_average__degC;cascade_gain_hydro__Pa;cascade_gain_therm__Pa;cascade_gain__Pa;e_cascade_water_pump__W;cascade_heat_pump_is_heating__sign;cop_cascade_heat_pump__W0;e_cascade_heat_pump__W;post_cascade_heat_pump_is_heating__sign;cop_post_cascade_heat_pump__W0;e_post_cascade_heat_pump__W;eta_fan_supply__W0;supply_fan__Pa;e_fan_supply__W;e__ewf_total__W
0;8,0;8,3;0,0;101560,0;0,8200000000000001;0;0,0;3,75;2023-01-01 00:00:00+01:00;339,93115025399686;-59,50300179710064;0,0;0,0;20,85047395599476;20,92523697799738;6,25379198601932;20,85047395599476;4,679099088320048;5,84887386040006;0,51440329218107;-0,6683177051776049;-13,774775466859923;79,97143254712076;0,4;749,7321801292571;8,3;8,3;8,187438541115606;32,31046023471081;14,575236977997381;1,1111111111111112;2,284932111111111;5,7191635613307055;1,0;13,167735961125809;10,965178226443815;6,621909358468552;0,7;13,402319463937737;10,609076107245393;2,6114925948163554;13,220568702061748;169,75125066666666;1,0;4,5;1324,3524467536345;1,0;4,5;4886,365261676087;0,4;104,46897106322746;979,3966037177574;8109,597742943403
1;8,0;8,6;0,0;101510,0;0,79;0;0,0;3,75;2023-01-01 01:00:00+01:00;7,655500471787946;-60,499481574734915;0,0;0,0;20,854099268102043;20,927049634051023;6,099548500412318;20,854099268102043;4,679099088320048;5,84887386040006;0,51440329218107;-0,6683177051776049;-13,774775466859923;80,12567603272777;0,4;751,1782128068228;8,6;8,6;8,187438541115606;32,31046023471081;14,72704963405102;1,1111111111111112;2,284932111111111;5,6174939435762585;1,0;13,237850562082272;10,938254119580183;6,548455885781798;0,7;13,486050407410396;10,609076107245393;2,4974082397109196;13,106484346956313;169,75125066666666;1,0;4,5;1341,8758521274578;1,0;4,5;4815,465669333082;0,4;104,58305541833289;980,4661445468709;8058,737129480899
2;9,0;8,6;0,0;101410,0;0,79;0;0,0;3,75;2023-01-01 02:00:00+01:00;33,77473316615166;-57,232065568494875;0,0;0,0;20,854099268102026;20,927049634051013;6,099548500412318;20,854099268102026;5,2639864743600535;6,579983092950067;0,51440329218107;-0,7316143085393453;-19,08485203739234;74,81559946219535;0,4;701,3962449580813;8,6;8,6;9,210868358755057;40,89292623455587;14,727049634051014;1,1111111111111112;2,284932111111111;5,6174939435762585;1,0;13,237850562082269;10,938254119580177;6,548455885781798;0,7;13,486050407410392;10,609076107245393;2,4974082397109196;13,106484346956313;169,75125066666666;1,0;4,5;1341,8758521274613;1,0;4,5;4815,465669333086;0,4;96,00058941848782;900,0055257983232;7928,494542883618
3;9,0;8,6;0,0;101330,0;0,77;0;0,0;3,75;2023-01-01 03:00:00+01:00;54,72273118375952;-50,82434192178988;0,0;0,0;20,854099268102026;20,927049634051013;6,099548500412318;20,854099268102026;5,2639864743600535;6,579983092950067;0,51440329218107;-0,7316143085393453;-19,08485203739234;74,81559946219535;0,4;701,3962449580813;8,6;8,6;9,210868358755057;40,89292623455587;14,727049634051014;1,1111111111111112;2,284932111111111;5,475278907030024;1,0;13,206535835254309;10,840382347855614;6,439872497932555;0,7;13,459954801720425;10,609076107245393;2,4842961584311367;13,09337226567653;169,75125066666666;1,0;4,5;1405,575151022328;1,0;4,5;4847,13099062349;0,4;96,01370149976759;900,1284515603211;8023,982088830887
4;10,0;8,700000000000001;0,0;101280,0;0,77;0;0,0;3,75;2023-01-01 04:00:00+01:00;71,05916473306361;-42,67546698589888;0,0;0,0;20,855307214308187;20,92765360715409;6,048207260126499;20,855307214308187;5,84887386040006;7,311092325500075;0,51440329218107;-0,7882350496538612;-25,3850094890631;68,5667832508104;0,4;642,8135929763474;8,700000000000001;8,700000000000001;10,234298176394507;50,48509411673563;14,777653607154093;1,1111111111111112;2,284932111111111;5,510619964534844;1,0;13,24513803287949;10,879039295468019;6,468247956024879;0,7;13,50055729525859;10,609076107245393;2,4527154156367943;13,061791522882187;169,75125066666666;1,0;4,5;1380,4154914296148;1,0;4,5;4808,0966092273975;0,4;86,45311436038217;810,4979471285828;7811,57489142861
5;9,0;8,6;0,0;101160,0;0,76;0;0,0;3,75;2023-01-01 05:00:00+01:00;84,48462596119768;-33,73727926829257;0,0;0,0;20,854099268102008;20,927049634051002;6,099548500412318;20,854099268102008;5,2639864743600535;6,579983092950067;0,51440329218107;-0,7316143085393453;-19,08485203739234;74,81559946219535;0,4;701,3962449580813;8,6;8,6;9,210868358755057;40,89292623455587;14,727049634051003;1,1111111111111112;2,284932111111111;5,404171388756907;1,0;13,190867290600801;10,791395841822164;6,385591773526856;0,7;13,446897681175834;10,609076107245393;2,4777345397132944;13,086810646958687;169,75125066666666;1,0;4,5;1437,4577463269438;1,0;4,5;4862,974957691515;0,4;96,02026311848545;900,189966735801;8071,770166379007
6;9,0;8,4;0,0;101090,0;0,76;0;0,0;3,75;2023-01-01 06:00:00+01:00;96,34596559611072;-24,59207283381258;0,10050576140409498;0,0;20,851682636847386;20,925841318423693;6,202340823771268;20,851682636847386;5,2639864743600535;6,579983092950067;0,51440329218107;-0,7316143085393453;-19,08485203739234;74,7128071388364;0,4;700,4325669265912;8,4;8,4;9,210868358755057;40,89292623455587;14,625841318423692;1,1111111111111112;2,284932111111111;5,334989648133623;1,0;13,113993408340294;10,71503538471633;6,330007806607642;0,7;13,36596806002086;10,609076107245393;2,5411241999232006;13,150200307168593;169,75125066666666;1,0;4,5;1487,1565256095137;1,0;4,5;4940,709507125497;0,4;95,95687345827554;899,595688671333;8197,6455389996
7;10,0;8,5;0,0;101030,0;0,75;0;0,0;3,75;2023-01-01 07:00:00+01:00;107,54953984763941;-15,63955998407883;0,2903666439705363;0,0;20,85289107490788;20,92644553745394;6,150926341772148;20,85289107490788;5,84887386040006;7,311092325500075;0,51440329218107;-0,7882350496538612;-25,3850094890631;68,46406416916474;0,4;641,8506015859194;8,5;8,5;10,234298176394507;50,48509411673563;14,67644553745394;1,1111111111111112;2,284932111111111;5,2988326481233;1,0;13,136832818141713;10,704431176143794;6,3038037572620045;0,7;13,393434938027083;10,609076107245393;2,502879452909688;13,111955560155081;169,75125066666666;1,0;4,5;1494,0582158466789;1,0;4,5;4917,614391098509;0,4;86,40295032310928;810,0276592791495;8033,302118476923
8;11,0;8,3;8,333333333333332;101000,0;0,76;60;12,0;12,0;2023-01-01 08:00:00+01:00;118,71923166167393;-7,205120956964407;0,4767234778591234;3,972695648826028;20,961156246558062;20,98057812327903;6,280022881200066;20,961156246558062;6,433761246440066;8,042201558050083;1,646090534979424;-0,21437749509113257;-8,353839945228094;85,36613717357184;0,5760000000000001;1778,46119111608;8,3;8,3;11,25772799403396;61,08696388125015;14,630578123279031;3,5555555555555554;4,729376555555556;5,300688178794313;10,0;13,35916246454929;11,673050159251034;6,853071263012575;7,0;13,571065074337579;51,2562668290622;2,696272960946629;53,95253979000883;1697,5125066666667;1,0;4,5;8636,379319079051;1,0;4,5;15016,945852879024;0,5760000000000001;34,96049632874103;728,343673515438;27857,642543256257
9;9,0;8,4;13,88888888888889;100960,0;0,77;60;12,0;12,0;2023-01-01 09:00:00+01:00;130,3026731060738;0,7309551657574929;0,6467727241736877;8,98295450241233;20,97309026532099;20,986545132660495;6,23111290294383;20,97309026532099;5,2639864743600535;6,579983092950067;1,646090534979424;-0,10653706334977253;-2,779120182310319;90,98976691474584;0,5760000000000001;1895,620144057205;8,4;8,4;9,210868358755057;40,89292623455587;14,686545132660495;3,5555555555555554;4,729376555555556;5,405186880345908;10,0;13,403557129451771;11,724631548035953;6,919742974797721;7,0;13,617388463319891;51,2562668290622;2,667437260790827;53,923704089853025;1697,5125066666667;1,0;4,5;8300,664715805113;1,0;4,5;14873,29241232984;0,5760000000000001;55,1833696755911;1149,6535349081478;27916,743313766972
10;9,0;8,700000000000001;19,444444444444443;100820,0;0,77;90;18,0;18,0;2023-01-01 10:00:00+01:00;142,60124913523657;6,7228573675684515;0,7889653969892146;15,34099383034584;20,992641148495487;20,996320574247743;6,080752391019825;20,992641148495487;5,2639864743600535;6,579983092950067;2,4691358024691357;0,11135988574755495;2,904928071508196;96,82417568048837;0,704;2475,618128194305;8,700000000000001;8,700000000000001;9,210868358755057;40,89292623455587;14,846320574247745;5,333333333333333;6,507154333333332;5,510619964534844;18,0;13,73029468602032;12,03552258050755;6,8776101451624605;12,6;13,91629900072489;67,05516937946712;2,6612676876558954;69,71643706712301;3055,522512;1,0;4,5;11299,045864837952;1,0;4,5;20724,039470675732;0,704;39,39063669832112;1007,1469610366196;38561,372936744614
11;10,0;9,3;22,22222222222222;100750,0;0,77;90;18,0;18,0;2023-01-01 11:00:00+01:00;155,73844778967992;11,367661393571623;0,8937944195118828;19,862098211375173;21,00119018738018;21,000595093690087;5,773780132653818;21,00119018738018;5,84887386040006;7,311092325500075;2,4691358024691357;0,05473914463303897;1,762867188591891;95,98908705593809;0,704;2454,266430407508;9,3;9,3;10,234298176394507;50,48509411673563;15,15059509369009;5,333333333333333;6,507154333333332;5,726855269615466;16,0;14,023301335562753;12,131669471503537;6,904659957569247;11,2;14,211183628583974;59,604595003970765;2,4977146585175527;62,10230966248832;2716,0200106666666;1,0;4,5;9042,369606614899;1,0;4,5;19301,861375525645;0,704;37,412596220776045;956,5720624630239;34471,089485677745
12;10,0;9,5;19,444444444444443;100630,0;0,76;50;10,0;10,0;2023-01-01 12:00:00+01:00;169,60179855493834;14,083875896756155;0,954011334130314;18,550220385867217;20,999124535601354;20,999562267800677;5,670583039456945;20,999124535601354;5,84887386040006;7,311092325500075;1,3717421124828533;-0,26113740908535965;-8,409897035779112;85,91951992476395;0,5333333333333333;1610,9909985893241;9,5;9,5;10,234298176394507;50,48509411673563;15,249562267800677;2,962962962962963;4,136783962962962;5,725220104440376;6,0;13,869058071502357;11,801690576188268;6,9148297149286275;4,199999999999999;14,099142104218743;35,15922351812265;2,3382741655607426;37,49749768368339;1018,5075039999997;1,0;4,5;4679,478187279735;1,0;4,5;11139,176708903418;0,5333333333333333;62,01740819958097;1162,8264037421432;19610,979802514623
13;11,0;9,8;13,88888888888889;100510,0;0,76;50;10,0;10,0;2023-01-01 13:00:00+01:00;183,8307579619768;14,60970571671696;0,9655044450501389;13,409783959029706;20,986368205883938;20,993184102941967;5,5137714587809254;20,986368205883938;6,433761246440066;8,042201558050083;1,3717421124828533;-0,3123570997122038;-12,1718989936054;82,31432954761368;0,5333333333333333;1543,3936790177565;9,8;9,8;11,25772799403396;61,08696388125015;15,39318410294197;2,962962962962963;4,136783962962962;5,835852539121108;5,0;14,125604581266813;11,850828654463683;6,831578620967519;3,5;14,336867834879339;29,299352931768876;2,3022620312617943;31,60161496303067;848,7562533333333;1,0;4,5;3739,658929785294;1,0;4,5;10447,393344290009;0,5333333333333333;57,31142115571919;1074,5891466697349;17653,791353096127
14;11,0;9,600000000000001;8,333333333333332;100390,0;0,78;80;16,0;16,0;2023-01-01 14:00:00+01:00;197,9224532873592;12,893004071698456;0,9274857477585056;7,729047897987545;20,98106841466849;20,990534207334242;5,615005730561963;20,98106841466849;6,433761246440066;8,042201558050083;2,1947873799725652;-0,05977714935554557;-2,329389742547085;92,05560452689096;0,6613333333333333;2227,1517224247814;9,600000000000001;9,600000000000001;11,25772799403396;61,08696388125015;15,290534207334245;4,7407407407407405;5,914561740740741;5,913522344219843;11,0;14,225658305618273;12,130768143715127;6,88577486599458;7,699999999999999;14,403137622570934;45,08384847800031;2,4385442404275137;47,522392718427824;1867,2637573333332;1,0;4,5;6223,081970568556;1,0;4,5;16284,154005056325;0,6613333333333333;41,390643400322034;1001,3865338787589;27603,037989261753
15;10,0;9,600000000000001;0,0;100350,0;0,81;80;16,0;16,0;2023-01-01 15:00:00+01:00;211,42914656369925;9,101802753369697;0,842541782759081;0,0;20,96762197536015;20,983810987680073;5,611819765014274;20,96762197536015;5,84887386040006;7,311092325500075;2,1947873799725652;-0,008557458728701284;-0,27559186961521315;94,11258836537051;0,6613333333333333;2276,9174604525124;9,600000000000001;9,600000000000001;10,234298176394507;50,48509411673563;15,283810987680075;4,7407407407407405;5,914561740740741;6,140965511305223;9,0;14,378352630042478;12,19257804294491;6,906603610371866;6,3;14,52926235631541;36,886785118363896;2,501480355045081;39,38826547340898;1527,761256;1,0;4,5;4729,554855645891;1,0;4,5;15625,364182628999;0,6613333333333333;60,12664040985538;1454,6767841094045;25614,274538836806
16;8,0;7,0;0,0;100530,0;0,92;80;16,0;16,0;2023-01-01 16:00:00+01:00;224,11837622209634;3,613416144748797;0,7164758712838656;0,0;20,960083485968347;20,980041742984174;6,955719473085125;20,960083485968347;4,679099088320048;5,84887386040006;2,1947873799725652;0,11135988574755495;2,2952518095867234;95,3395323365016;0,6613333333333333;2306,601588786329;7,0;7,0;8,187438541115606;32,31046023471081;13,980041742984174;4,7407407407407405;5,914561740740741;5,897555012487309;11,0;13,360551301882268;11,909035504016511;6,859073480827692;7,699999999999999;13,463799708732585;45,08384847800031;3,322970608742774;48,406819086743084;1867,2637573333332;1,0;4,5;7810,529994266854;1,0;4,5;20016,60242133508;0,6613333333333333;69,28272067854611;1676,1948551261157;33677,192616847715
17;4,0;6,4;0,0;100570,0;0,9400000000000001;50;10,0;10,0;2023-01-01 17:00:00+01:00;236,01051909106624;-3,516894468479805;0,5579878776038457;0,0;20,93378628684686;20,96689314342343;7,263585780112282;20,93378628684686;2,339549544160024;2,92443693020003;1,3717421124828533;0,23127723022381136;1,1917206039317967;93,92813482381952;0,5333333333333333;1761,152527946616;6,4;6,4;4,093719270557803;8,077615058677702;13,66689314342343;2,962962962962963;4,136783962962962;5,793840892533423;6,0;12,930070480259465;11,51203173352992;6,929796901027591;4,199999999999999;13,052874257453459;35,15922351812265;3,4324337253678534;38,5916572434905;1018,5075039999997;1,0;4,5;5810,615278450093;1,0;4,5;13671,177615080793;0,5333333333333333;103,33072769783179;1937,4511443343463;24198,904069811848
18;4,0;5,5;0,0;100630,0;0,89;42;8,4;8,4;2023-01-01 18:00:00+01:00;247,33124158507246;-11,625986486689982;0,37749600772803854;0,0;20,916470392983356;20,958235196491678;7,733165056591795;20,916470392983356;2,339549544160024;2,92443693020003;1,1522633744855968;0,13757971997220775;0,7089179804487582;92,97575292385696;0,4992;1564,4958424687472;5,5;5,5;4,093719270557803;8,077615058677702;13,208235196491678;2,488888888888889;3,6627098888888887;5,17006612807741;6,0;12,380480567705389;11,085563828221801;6,808927043402325;4,199999999999999;12,518439672503103;39,70997332909765;3,6395324347001843;43,349505763797836;1018,5075039999997;1,0;4,5;7476,000879871984;1,0;4,5;12728,653583009303;0,4992;98,57287917752446;1658,6782553910366;24446,336064741074
19;5,0;5,0;0,0;100670,0;0,9;33;6,6;6,6;2023-01-01 19:00:00+01:00;258,46108306255115;-20,3723143707288;0,1875214494959486;0,0;20,89072061086314;20,94536030543157;7,991544118863115;20,89072061086314;2,92443693020003;3,6555461627500376;0,9053497942386831;-0,11193811383744423;-0,9012381786369311;91,10721770249995;0,4608;1304,921086884765;5,0;5,0;5,1171490881972534;12,621273529183908;12,94536030543157;1,9555555555555555;3,129376555555555;5,0578590853359175;4,0;12,114249143053836;10,753545406101933;6,68172126904798;2,8;12,252767670116793;30,98510931659125;3,771315395988757;34,75642471258001;679,0050026666667;1,0;4,5;5848,369968541028;1,0;4,5;10474,89826694442;0,4608;102,62230175823609;1469,8506762247357;19777,045001261613
20;5,0;4,800000000000001;0,0;100670,0;0,92;25;5,0;5,0;2023-01-01 20:00:00+01:00;269,93417085143676;-29,467402223900137;0,0010003039600031882;0,0;20,854866846069534;20,927433423034767;8,089105163969778;20,854866846069534;2,92443693020003;3,6555461627500376;0,6858710562414266;-0,26113740908535965;-2,102474258944778;89,80842057708544;0,4266666666666667;1052,44242863772;4,800000000000001;4,800000000000001;5,1171490881972534;12,621273529183908;12,827433423034767;1,4814814814814814;2,655302481481481;5,102017951618061;3,0;11,859195459440457;10,59480194649034;6,8467777813641035;2,0999999999999996;12,020568453372842;27,38786127274863;3,760333318186263;31,148194590934892;509,25375199999985;1,0;4,5;4696,229372746059;1,0;4,5;8279,407952970965;0,4266666666666667;106,23053187988121;1244,8890454673578;15782,222551822102
21;6,0;4,9;0,0;100690,0;0,92;17;3,4;3,75;2023-01-01 21:00:00+01:00;282,5078296323897;-38,55325841878266;0,0;0,0;20,809247291098462;20,90462364554923;8,025242338663167;20,809247291098462;3,5093243162400354;4,3866553953000444;0,51440329218107;-0,5137173594420178;-5,955912792699479;86,01884486863736;0,4;806,4266706434752;4,9;4,9;6,140578905836703;18,17463388202482;12,854623645549232;1,1111111111111112;2,284932111111111;5,136038286330377;2,0;11,705471999893241;10,419692527041333;6,857136780151746;1,4;11,89699727416924;21,218152214490786;3,644170328863107;24,862322543353894;339,5025013333333;1,0;4,5;3358,757567467264;1,0;4,5;6365,0004865079545;0,4;106,9630435746213;1002,7785335120747;11872,465759464101
22;6,0;5,300000000000001;0,0;100750,0;0,93;8;1,6;3,75;2023-01-01 22:00:00+01:00;297,3055954755274;-47,15012496962251;0,0;0,0;20,81410974886665;20,907054874433324;7,814581655187004;20,81410974886665;3,5093243162400354;4,3866553953000444;0,51440329218107;-0,5137173594420178;-5,955912792699479;86,22950555211352;0,4;808,4016145510642;5,300000000000001;5,300000000000001;6,140578905836703;18,17463388202482;13,057054874433325;1,1111111111111112;2,284932111111111;5,331429775925831;1,0;12,157701607125876;10,266689365408164;6,284640487211695;0,7;12,307593818343783;10,609076107245393;3,639204248115793;14,248280355361185;169,75125066666666;1,0;4,5;1778,9600414650154;1,0;4,5;5907,707791964344;0,4;117,577085762614;1102,2851790245063;9767,105877671596
23;4,0;5,7;0,0;100790,0;0,92;0;0,0;3,75;2023-01-01 23:00:00+01:00;315,91781193219146;-54,502262999071775;0,0;0,0;20,818969139792078;20,909484569896037;7,604527902630328;20,818969139792078;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;90,87117470877604;0,4;851,9172628947754;5,7;5,7;4,093719270557803;8,077615058677702;13,259484569896038;1,1111111111111112;2,284932111111111;5,415386066877516;1,0;12,299435689955637;10,382351796971983;6,3541335482987735;0,7;12,459443836612369;10,609076107245393;3,5034351618771673;14,11251126912256;169,75125066666666;1,0;4,5;1703,6817904507675;1,0;4,5;5764,3868779655695;0,4;127,80987367219973;1198,2175656768725;9687,95474765465
24;2,0;5,5;0,0;100860,0;0,86;0;0,0;3,75;2023-01-02 00:00:00+01:00;339,7604793250628;-59,398202001436175;0,0;0,0;20,816539832992426;20,908269916496213;7,70947907735897;20,816539832992426;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;92,38929569502297;0,4;866,1496471408402;5,5;5,5;2,0468596352789015;0,0;13,158269916496213;1,1111111111111112;2,284932111111111;4,995794236119745;2,0;11,802166737715728;10,409130341217953;6,788038020196227;1,4;12,028183934179141;21,218152214490786;3,3911216441941145;24,6092738586849;339,5025013333333;1,0;4,5;3372,5062473959374;1,0;4,5;6267,223170516597;0,4;125,3907261413151;1175,538057574829;12020,919623961538
25;2,0;5,0;0,0;100930,0;0,88;0;0,0;3,75;2023-01-02 01:00:00+01:00;7,421972435811512;-60,426705233443556;0,0;0,0;20,810463188487347;20,905231594243673;7,9725201235675085;20,810463188487347;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;92,12625464881442;0,4;863,6836373326352;5,0;5,0;2,0468596352789015;0,0;12,905231594243673;1,1111111111111112;2,284932111111111;4,9454622167728965;2,0;11,67272264786155;10,31605086282209;6,747150865753502;1,4;11,878140805591903;21,218152214490786;3,581216615853247;24,799368830344033;339,5025013333333;1,0;4,5;3493,6667702074055;1,0;4,5;6398,116494826768;0,4;125,20063116965596;1173,7559172155245;12268,725320915666
26;2,0;2,9000000000000004;0,0;100990,0;0,9400000000000001;0;0,0;3,75;2023-01-02 02:00:00+01:00;33,53249559983033;-57,19483789128287;0,0;0,0;20,784891741641417;20,89244587082071;9,087742824502339;20,784891741641417;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;91,01103194787959;0,4;853,2284245113711;2,9000000000000004;2,9000000000000004;2,0468596352789015;0,0;11,84244587082071;1,1111111111111112;2,284932111111111;4,589523764535936;2,0;11,086828205238998;9,835794203403069;6,4910977272081425;1,4;11,212764482835949;21,218152214490786;4,371307217695725;25,589459432186512;339,5025013333333;1,0;4,5;4118,811527588041;1,0;4,5;6990,570513979848;0,4;124,41054056781348;1166,3488178232512;13468,461785235844
27;1,0;1,3;0,0;101020,0;0,98;0;0,0;3,75;2023-01-02 03:00:00+01:00;54,50741300462646;-50,81293356160009;0,0;0,0;20,765359513203723;20,88267975660186;9,948941707788169;20,765359513203723;0,584887386040006;0,7311092325500075;0,51440329218107;0,4491741793211389;0,14465597297806465;90,1957142651899;0,4;845,5848212361553;1,3;1,3;1,0234298176394507;0,0;11,032679756601862;1,1111111111111112;2,284932111111111;4,291154625777266;3,0;10,647054946225591;9,856831999149396;6,89827344333363;2,0999999999999996;10,71132574795497;31,827228321736182;4,98663609880357;36,81386442053975;509,25375199999985;1,0;4,5;6137,140293927498;1,0;4,5;7435,267401105626;0,4;113,18613557946026;1061,1200210574398;15988,366289326721
28;1,0;0,8;0,0;101060,0;0,97;0;0,0;3,75;2023-01-02 04:00:00+01:00;70,8733098993974;-42,678286077538644;0,0;0,0;20,759247657743757;20,87962382887188;10,220138495142608;20,759247657743757;0,584887386040006;0,7311092325500075;0,51440329218107;0,4491741793211389;0,14465597297806465;89,92451747783547;0,4;843,0423513547074;0,8;0,8;1,0234298176394507;0,0;10,779623828871879;1,1111111111111112;2,284932111111111;4,103982959469067;3,0;10,497709493532042;9,700085150470183;6,798739346768135;2,0999999999999996;10,54469521608868;31,827228321736182;5,175735490922435;37,00296381265862;509,25375199999985;1,0;4,5;6443,193740868616;1,0;4,5;7586,284900596623;0,4;112,99703618734138;1059,3472142563253;16441,121959076274
29;1,0;0,30000000000000004;0,0;101140,0;0,99;0;0,0;3,75;2023-01-02 05:00:00+01:00;84,32039893768192;-33,745731691505554;0,0;0,0;20,753132156769272;20,876566078384634;10,492331447608048;20,753132156769272;0,584887386040006;0,7311092325500075;0,51440329218107;0,4491741793211389;0,14465597297806465;89,65232452537002;0,4;840,490542425344;0,30000000000000004;0,30000000000000004;1,0234298176394507;0,0;10,526566078384636;1,1111111111111112;2,284932111111111;4,046592128790909;3,0;10,391321758455284;9,613864048940215;6,758884936311987;2,0999999999999996;10,413862478443509;31,827228321736182;5,384117956243644;37,21134627797983;509,25375199999985;1,0;4,5;6611,543315642597;1,0;4,5;7693,863735024011;0,4;112,78865372202017;1057,393628643939;16712,54497373589
30;1,0;1,3;0,0;101180,0;0,97;0;0,0;3,75;2023-01-02 06:00:00+01:00;96,19557319080232;-24,600106875183897;0,09812699100004174;0,0;20,765359513204576;20,882679756602286;9,948941707788354;20,765359513204576;0,584887386040006;0,7311092325500075;0,51440329218107;0,4491741793211389;0,14465597297806465;90,19571426518972;0,4;845,5848212361536;1,3;1,3;1,0234298176394507;0,0;11,032679756602288;1,1111111111111112;2,284932111111111;4,247367333677498;3,0;10,63256314718572;9,83302262401961;6,878155727173964;2,0999999999999996;10,699249248755148;31,827228321736182;4,980449194292895;36,807677516029074;509,25375199999985;1,0;4,5;6183,628892514241;1,0;4,5;7449,921447912246;0,4;113,19232248397093;1061,1780232872275;16049,566936949868
31;2,0;1,2000000000000002;0,0;101260,0;0,97;0;0,0;3,75;2023-01-02 07:00:00+01:00;107,40715969660191;-15,642535712110714;0,28807993978490537;0,0;20,764137438523647;20,882068719261824;10,003101634845573;20,764137438523647;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;90,09567313753635;0,4;844,6469356644033;1,2000000000000002;1,2000000000000002;2,0468596352789015;0,0;10,982068719261825;1,1111111111111112;2,284932111111111;4,218345738933147;3,0;10,605478199448147;9,806259426229213;6,862102449022971;2,0999999999999996;10,66824328608376;31,827228321736182;5,019384547033206;36,84661286876939;509,25375199999985;1,0;4,5;6235,8849283065865;1,0;4,5;7477,309634210532;0,4;113,1533871312306;1060,813004355287;16127,908254536807
32;2,0;3,6;58,33333333333333;101310,0;0,9;60;12,0;12,0;2023-01-02 08:00:00+01:00;118,58097596542682;-7,199033330790044;0,47462899526269925;27,68669139032412;20,997706523658582;20,99885326182929;8,762528385252425;20,997706523658582;1,169774772080012;1,462218465100015;1,646090534979424;0,7017541296777972;0,9039960985588144;92,1414677133064;0,5760000000000001;1919,613910693883;3,6;3,6;2,0468596352789015;0,0;12,29885326182929;3,5555555555555554;4,729376555555556;4,606455677296585;14,0;11,947545242759816;11,146017735909982;6,86559068451145;9,799999999999999;12,006096579271395;71,75877356068706;4,3969387671136975;76,15571232780076;2376,5175093333332;1,0;4,5;16893,15679354129;1,0;4,5;19584,69450227132;0,5760000000000001;73,84428767219924;1538,4226598374842;42312,40537567731
33;1,0;4,800000000000001;111,11111111111111;101380,0;0,84;60;12,0;12,0;2023-01-02 09:00:00+01:00;130,16650533241804;0,7472601177724556;0,6449562115732725;71,66180128591917;21,103622763367003;21,0518113816835;8,14804378690318;21,103622763367003;0,584887386040006;0,7311092325500075;1,646090534979424;1,0742514245107118;0,34596130452228724;92,19791751761912;0,5760000000000001;1920,7899482837315;4,800000000000001;4,800000000000001;1,0234298176394507;0,0;12,951811381683502;3,5555555555555554;4,729376555555556;4,65836421669475;14,0;12,243602821482796;11,270052442389034;6,9095319875080214;9,799999999999999;12,361637581516245;71,75877356068706;3,933251327674309;75,69202488836137;2376,5175093333332;1,0;4,5;15762,974598718662;1,0;4,5;18626,70349417073;0,5760000000000001;74,30797511163863;1548,0828148258045;40235,06836533226
