;Overig;Temperatuur;Overig;Overig;Vochtigheid;Overig;Luchtflow;Luchtflow;Overig;Overig;Overig;Overig;Overig;Temperatuur;Temperatuur;Overig;Temperatuur;Overig;Overig;Overig;Overig;Overig;Overig;Efficiëntie;Energie;Temperatuur;Temperatuur;Overig;Overdruk;Temperatuur;Cascade;Overig;Vochtigheid;Sproeinozzles;Temperatuur;Temperatuur;Vochtigheid;Water;Temperatuur;Cascade;Cascade;Cascade;Energie;Cascade;Efficiëntie;Energie;Overig;Efficiëntie;Energie;Efficiëntie;Toevoer;Energie;Energie
;wind__m_s_1;temp_outdoor__degC;sol_ghi__W_m_2;Air_outdoor__Pa;humidity_outdoor_rel__0;occupancy__perc;air_flow_office_set__m3_s_1;air_flow_office__m3_s_1;tijd met tijdzone;azimut;elevatie;instralingsfactor;solar_chimney__W_m_2;temp_air_chimney_out__degC;temp_air_chimney_average__degC;chimney_draft__Pa;temp_air_heat_recovery_in__degC;wind_ventec_inflow__m_s_1;wind_venturi_accelerated__m_s_1;ejector__m_s_1;wind_venturi_pressure_coefficient__0;venturi_draft__Pa;exhaust_fan__Pa;eta_fan_exh__W0;e_fan_exh__W;temp_overpressure_in__degC;temp_overpressure_out__degC;wind_overpressure_inflow__m_s_1;overpressure_room_gain__Pa;temp_air_cascade_in__degC;cascade_air__m_s_1;total_droplet_velocity__m_s_1;humidity_cascade_in_abs__gr_kg_1;nozzles__0;temp_air_cascade_out__degC;temp_water_cascade_out__degC;humidity_cascade_out_abs__gr_kg_1;water_cascade__kg_s_1;temp_air_cascade_average__degC;cascade_gain_hydro__Pa;cascade_gain_therm__Pa;cascade_gain__Pa;e_cascade_water_pump__W;cascade_heat_pump_is_heating__sign;cop_cascade_heat_pump__W0;e_cascade_heat_pump__W;post_cascade_heat_pump_is_heating__sign;cop_post_cascade_heat_pump__W0;e_post_cascade_heat_pump__W;eta_fan_supply__W0;supply_fan__Pa;e_fan_supply__W;e__ewf_total__W
3812;2,0;9,9;0,0;102010,0;0,89;0;0,0;3,75;2023-06-08 21:00:00+02:00;299,4409143714076;6,693962048894662;0,0;0,0;20,86978248430275;20,934891242151373;5,434952922865025;20,86978248430275;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;94,6638218495169;0,4;887,473329839221;9,9;9,9;2,0468596352789015;0,0;15,384891242151376;1,1111111111111112;2,284932111111111;6,8777559852035655;1,0;13,915349554685562;11,984859338093404;7,5305249747819785;0,7;14,160273169263196;10,609076107245393;2,162466885006053;12,771542992251446;169,75125066666666;1,0;4,5;660,698660131564;1,0;4,5;4130,3815109251045;0,4;137,22845700774855;1286,5167844476425;7134,8215360101985
3813;2,0;11,5;0,0;102000,0;0,81;0;0,0;3,75;2023-06-08 22:00:00+02:00;311,08449793092734;-0,5333027309905987;0,0;0,0;20,889019582379085;20,944509791189542;4,625353367620755;20,889019582379085;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;95,47342140476117;0,4;895,0633256696359;11,5;11,5;2,0468596352789015;0,0;16,194509791189542;1,1111111111111112;2,284932111111111;6,926017798391342;1,0;14,41967430720173;12,24480419818265;7,590538852802575;0,7;14,715480221199696;10,609076107245393;1,6198373112670592;12,228913418512452;169,75125066666666;1,0;4,5;491,5149920805904;1,0;4,5;3620,4104225338915;0,4;137,77108658148754;1291,6039367014457;6468,3439276522295
3814;3,0;12,600000000000001;0,0;101980,0;0,8;0;0,0;3,75;2023-06-08 23:00:00+02:00;323,46033421965217;-7,060181359626185;0,0;0,0;20,902197109829174;20,951098554914587;4,074030958197893;20,902197109829174;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;95,51665136257049;0,4;895,4686065240983;12,600000000000001;12,600000000000001;3,0702894529183515;4,543658470506205;16,751098554914588;1,1111111111111112;2,284932111111111;7,3275495411703195;1,0;14,847146090649714;12,67187422559637;7,914370141833736;0,7;15,164471501360525;10,609076107245393;1,284906509455829;11,893982616701223;169,75125066666666;1,0;4,5;213,55883734963314;1,0;4,5;3188,152736243721;0,4;133,56235891279255;1252,14711480743;5719,078545591549
3815;3,0;11,0;0,0;102020,0;0,9400000000000001;0;0,0;3,75;2023-06-09 00:00:00+02:00;336,67746017780763;-11,643525508069843;0,0;0,0;20,883016362342783;20,941508181171393;4,877370317647767;20,883016362342783;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;94,7133120031206;0,4;887,9373000292557;11,0;11,0;3,0702894529183515;4,543658470506205;15,941508181171391;1,1111111111111112;2,284932111111111;7,788574148779931;1,0;14,453837307659452;12,756057736925264;8,244618885668238;0,7;14,701782453244773;10,609076107245393;1,8681882744342926;12,477264381679685;169,75125066666666;1,0;4,5;158,76846668739697;1,0;4,5;3585,864938816878;0,4;132,9790771478141;1246,6788482607571;6049,000804460954
3816;2,0;11,0;0,0;102030,0;0,89;0;0,0;3,75;2023-06-09 01:00:00+02:00;350,60416994543993;-14,225176814778123;0,0;0,0;20,883016362342786;20,941508181171393;4,877370317647767;20,883016362342786;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;95,22140445473416;0,4;892,7006667631327;11,0;11,0;2,0468596352789015;0,0;15,941508181171393;1,1111111111111112;2,284932111111111;7,374288289802275;1,0;14,36346760583491;12,47707684894144;7,926850393920921;0,7;14,626474368390989;10,609076107245393;1,8306612849566197;12,439737392202012;169,75125066666666;1,0;4,5;340,3416277378467;1,0;4,5;3677,2464047614308;0,4;137,560262607798;1289,6274619481062;6369,667411877183
3817;3,0;10,700000000000001;0,0;102040,0;0,92;0;0,0;3,75;2023-06-09 02:00:00+02:00;4,86242171069469;-14,584516340129369;0,0;0,0;20,879410675617855;20,939705337808928;5,029008159064795;20,879410675617855;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;94,56167416170358;0,4;886,515695265971;10,700000000000001;10,700000000000001;3,0702894529183515;4,543658470506205;15,789705337808929;1,1111111111111112;2,284932111111111;7,479788121190028;1,0;14,293860266517484;12,505723274774203;8,003384502707869;0,7;14,54316777839939;10,609076107245393;1,942661935114004;12,551738042359396;169,75125066666666;1,0;4,5;321,6972606314031;1,0;4,5;3747,633056248631;0,4;132,90460348713438;1245,9806576918847;6371,577920504556
3818;3,0;10,600000000000001;0,0;102050,0;0,9400000000000001;0;0,0;3,75;2023-06-09 03:00:00+02:00;18,94368342024643;-12,6879990899794;0,0;0,0;20,878208173841998;20,939104086921;5,079625615966192;20,878208173841998;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;94,51105670480219;0,4;886,0411566075204;10,600000000000001;10,600000000000001;3,0702894529183515;4,543658470506205;15,739104086921;1,1111111111111112;2,284932111111111;7,594196575710928;1,0;14,287922794501991;12,56864663609578;8,089669047688288;0,7;14,529786343238491;10,609076107245393;1,987238782739949;12,596314889985342;169,75125066666666;1,0;4,5;280,74394048948443;1,0;4,5;3753,63700321123;0,4;132,86002663950845;1245,5627497453916;6335,736100720293
3819;3,0;10,5;5,555555555555555;102090,0;0,9400000000000001;0;0,0;3,75;2023-06-09 04:00:00+02:00;32,410019897458085;-8,704772793900531;0,0;0,0;20,877005374138733;20,938502687069366;5,130278892128498;20,877005374138733;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;94,46040342863988;0,4;885,5662821434988;10,5;10,5;3,0702894529183515;4,543658470506205;15,688502687069366;1,1111111111111112;2,284932111111111;7,546264758211151;1,0;14,246587407461583;12,522180555186939;8,051456243104523;0,7;14,486906620729545;10,609076107245393;2,0171351597179124;12,626211266963306;169,75125066666666;1,0;4,5;310,98613110410975;1,0;4,5;3795,4351743557127;0,4;132,83013026253047;1245,282471211223;6407,021309481211
3820;3,0;11,3;69,44444444444444;102110,0;0,9400000000000001;0;0,0;3,75;2023-06-09 05:00:00+02:00;45,04742142449274;-2,903142853996215;0,0;0,0;20,886619253328234;20,943309626664117;4,726053460586314;20,886619253328234;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;94,86462886018207;0,4;889,3558955642068;11,3;11,3;3,0702894529183515;4,543658470506205;16,093309626664116;1,1111111111111112;2,284932111111111;7,937174285140225;1,0;14,57888118365838;12,898253562039264;8,363063547578836;0,7;14,831285924159335;10,609076107245393;1,7794632016193037;12,388539308864697;169,75125066666666;1,0;4,5;66,22110388875666;1,0;4,5;3459,4210924229114;0,4;133,0678022206291;1247,5106458183977;5832,259988360939
3821;3,0;12,5;175,0;102130,0;0,93;0;0,0;3,75;2023-06-09 06:00:00+02:00;56,89425708408726;4,282643017993394;0,0;0,0;20,90100093209794;20,95050046604897;4,123975150530966;20,90100093209794;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;95,46670717023741;0,4;895,0003797209757;12,5;12,5;3,0702894529183515;4,543658470506205;16,70050046604897;1,1111111111111112;2,284932111111111;8,465401739809007;1,0;15,06461786546617;13,420693615387124;8,786593359623831;0,7;15,337264965563303;10,609076107245393;1,421233231167103;12,030309338412495;169,75125066666666;-1,0;-15,0;82,14183071638732;1,0;4,5;2968,246183681715;0,4;133,42603219108128;1250,869051791387;5366,008696577132
3822;3,0;13,8;313,88888888888886;102190,0;0,88;0;0,0;3,75;2023-06-09 07:00:00+02:00;68,19006883751591;12,28736615990465;0,0;0,0;20,916520669330804;20,958260334665404;3,4774239363771375;20,916520669330804;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;96,11325838439124;0,4;901,0617973536679;13,8;13,8;3,0702894529183515;4,543658470506205;17,358260334665403;1,1111111111111112;2,284932111111111;8,682130796998877;1,0;15,513527798301803;13,747460945585473;8,972767379273709;0,7;15,820983221029069;10,609076107245393;1,0060708734530088;11,615146980698402;169,75125066666666;-1,0;-15,0;145,94424116204894;1,0;4,5;2514,310330056376;0,4;133,8411945487954;1254,7611988949568;4985,828818133717
3823;3,0;15,200000000000001;469,4444444444444;102210,0;0,8;60;12,0;12,0;2023-06-09 08:00:00+02:00;79,32696817463167;21,03671499763888;0,0;0,0;20,97841367533965;20,989206837669826;2,7984000202449804;20,97841367533965;1,7546621581200177;2,1933276976500222;1,646090534979424;0,48385718058046967;1,402430304666386;98,6040302844214;0,5760000000000001;2054,2506309254454;15,200000000000001;15,200000000000001;3,0702894529183515;4,543658470506205;18,0;3,5555555555555554;4,729376555555556;8,599711898781646;2,0;17,176628703473053;13,731134297547738;8,694137175592418;1,4;17,31385725289421;10,251253365812438;1,041813385805421;11,293066751617859;339,5025013333333;-1,0;-15,0;285,51281742104214;1,0;4,5;2664,2867978698023;0,5760000000000001;134,16327477787593;2795,0682245390813;8138,6209720887055
3824;4,0;15,700000000000001;505,55555555555554;102220,0;0,76;60;12,0;12,0;2023-06-09 09:00:00+02:00;90,85282493334078;30,132768520761218;0,012872688759704952;6,507859317406393;20,99526069685872;20,99763034842936;2,556274731156849;20,99526069685872;2,339549544160024;2,92443693020003;1,646090534979424;0,32925683484488255;1,696587916113919;99,14031318495707;0,5760000000000001;2065,423191353272;15,700000000000001;15,700000000000001;4,093719270557803;8,077615058677702;18,0;3,5555555555555554;4,729376555555556;8,42184244039224;2,0;17,167835053649924;13,647014082906018;8,532242223965085;1,4;17,306529211374936;10,251253365812438;0,790426412889662;11,0416797787021;339,5025013333333;-1,0;-15,0;252,66331280201956;1,0;4,5;2692,7415244648128;0,5760000000000001;130,8807051626202;2726,681357554587;8077,011887508025
3825;4,0;16,5;383,3333333333333;102210,0;0,71;90;18,0;18,0;2023-06-09 10:00:00+02:00;103,54644682196324;39,19663290713202;0,18152668957115223;69,58523100227502;21,09609084723954;21,04804542361977;2,1881398690986273;21,09609084723954;2,339549544160024;2,92443693020003;2,4691358024691357;0,54715378394221;2,8193628798311567;100,63122301073254;0,704;2572,957406524412;16,5;16,5;4,093719270557803;8,077615058677702;16,5;5,333333333333333;6,507154333333332;8,257689574238755;1,0;16,24378462059342;13,209017690449572;8,28673777483346;0,7;16,286487183827848;3,725287187748173;-0,10512922678045328;3,6201579609677195;169,75125066666666;-1,0;-15,0;40,81140078591384;1,0;4,5;8524,212835640894;0,704;138,30222698035456;3536,1364852931565;14843,869378911042
3826;4,0;16,7;347,22222222222223;102220,0;0,7000000000000001;90;18,0;18,0;2023-06-09 11:00:00+02:00;118,56424595243506;47,730201412849226;0,3216103563298255;111,67026261452274;21,161576343453817;21,08078817172691;2,105980936621775;21,161576343453817;2,339549544160024;2,92443693020003;2,4691358024691357;0,54715378394221;2,8193628798311567;100,71338194320938;0,704;2575,0580610479674;16,7;16,7;4,093719270557803;8,077615058677702;16,7;5,333333333333333;6,507154333333332;8,240022081927087;1,0;16,429830880694244;13,238725718483385;8,26964026495945;0,7;16,4748590672452;3,725287187748173;-0,110706126051111;3,614581061697062;169,75125066666666;-1,0;-15,0;46,61199228627592;1,0;4,5;7621,192661139123;0,704;138,30780387962523;3536,2790764676906;13948,893041607724
3827;4,0;16,400000000000002;166,66666666666666;102230,0;0,67;50;10,0;10,0;2023-06-09 12:00:00+02:00;137,52171489324084;54,94805713685404;0,4235792736805963;70,59654561343271;21,172224004808655;21,086112002404327;2,2550528447528686;21,172224004808655;2,339549544160024;2,92443693020003;1,3717421124828533;0,23127723022381136;1,1917206039317967;98,93666775917893;0,5333333333333333;1855,0625204846049;16,400000000000002;16,400000000000002;4,093719270557803;8,077615058677702;16,400000000000002;2,962962962962963;4,136783962962962;7,745629495186247;1,0;15,85688536266235;12,969824293750623;7,85920650722716;0,7;15,94740446888529;5,859870586353774;-0,22318696808229646;5,636683618271478;169,75125066666666;1,0;4,5;19,63969076959455;1,0;4,5;5778,956244350691;0,5333333333333333;136,2857013230508;2555,356899807203;10378,76660607876
3828;4,0;18,1;330,55555555555554;102200,0;0,59;50;10,0;10,0;2023-06-09 13:00:00+02:00;161,74115694303708;59,60483991979923;0,4804861672807337;158,82737196224252;21,42258092492987;21,211290462464937;1,487844442401522;21,42258092492987;2,339549544160024;2,92443693020003;1,3717421124828533;0,23127723022381136;1,1917206039317967;99,70387616153027;0,5333333333333333;1869,4476780286927;18,1;18,1;4,093719270557803;8,077615058677702;18,1;2,962962962962963;4,136783962962962;7,551867062745121;1,0;17,31352295167513;13,278616675994618;7,684299811624564;0,7;17,444602459729275;5,859870586353774;-0,31965217406722696;5,540218412286547;169,75125066666666;-1,0;-15,0;54,40083471020248;1,0;4,5;1851,1006158535336;0,5333333333333333;136,38216652903574;2557,1656224194203;6501,866001678516
3829;5,0;18,6;841,6666666666666;102190,0;0,56;80;16,0;16,0;2023-06-09 14:00:00+02:00;189,4825356442388;60,315684733552025;0,48845409655936606;411,11553127079975;21,70811800516133;21,354059002580666;1,314118993464875;21,70811800516133;2,92443693020003;3,6555461627500376;2,1947873799725652;0,3639398361042133;2,9301590296607882;101,61604003619591;0,6613333333333333;2458,452581520869;18,6;18,6;5,1171490881972534;12,621273529183908;18,6;4,7407407407407405;5,914561740740741;7,383798949094588;7,0;17,105281516807157;13,231226294725646;7,792537564578445;4,8999999999999995;17,354401264005965;28,68972175872747;-0,6066537834848388;28,08306797524263;1188,2587546666666;-1,0;-15,0;316,033933596487;1,0;4,5;3860,205236099939;0,6613333333333333;109,29565849557348;2644,2498023122616;10467,200308196223
3830;5,0;18,6;700,0;102180,0;0,54;80;16,0;16,0;2023-06-09 15:00:00+02:00;215,27207037715584;56,80844431107268;0,4469404284589979;312,8582999212985;21,53687581295964;21,268437906479818;1,2736345572269938;21,53687581295964;2,92443693020003;3,6555461627500376;2,1947873799725652;0,3639398361042133;2,9301590296607882;101,65652447243379;0,6613333333333333;2459,4320436879143;18,6;18,6;5,1171490881972534;12,621273529183908;18,6;4,7407407407407405;5,914561740740741;7,1200918437697815;7,0;17,088338525845085;13,130012266167387;7,577600298274915;4,8999999999999995;17,3402821048709;28,68972175872747;-0,6135601693831852;28,076161589344284;1188,2587546666666;-1,0;-15,0;177,69729840382072;1,0;4,5;3933,304678724158;0,6613333333333333;109,30256488147182;2644,4168922936733;10403,109667776233
3831;4,0;17,900000000000002;444,44444444444446;102150,0;0,54;80;16,0;16,0;2023-06-09 16:00:00+02:00;235,8601792810021;50,26177977351369;0,35877363321388245;159,45494809505888;21,26777241687018;21,13388620843509;1,5479404518348707;21,26777241687018;2,339549544160024;2,92443693020003;2,1947873799725652;0,4838571805804696;2,4932094305180197;100,94526897868315;0,6613333333333333;2442,22424948427;17,900000000000002;17,900000000000002;4,093719270557803;8,077615058677702;17,900000000000002;4,7407407407407405;5,914561740740741;6,830076102775231;3,0;17,135504210902354;12,898890606175716;7,0595120402806355;2,0999999999999996;17,26292017575196;12,29559503945463;-0,31112624468850025;11,98446879476613;509,25375199999985;1,0;4,5;197,41946175504273;1,0;4,5;3729,8113701109396;0,6613333333333333;129,93791614655618;3143,6592616102303;10022,368094960482
3832;4,0;18,3;338,88888888888886;102120,0;0,53;50;10,0;10,0;2023-06-09 17:00:00+02:00;251,95945992098103;42,05084889008148;0,2299604084757611;77,9310273167857;21,200980070322352;21,100490035161176;1,3388020814088426;21,200980070322352;2,339549544160024;2,92443693020003;1,3717421124828533;0,23127723022381136;1,1917206039317967;99,85291852252296;0,5333333333333333;1872,2422222973055;18,3;18,3;4,093719270557803;8,077615058677702;18,3;2,962962962962963;4,136783962962962;6,864996256129689;2,0;17,08007568284178;12,957377153974729;7,204461479498193;1,4;17,283396402368147;11,719741172707549;-0,49575529547736696;11,22398587723018;339,5025013333333;1,0;4,5;55,48168508391705;1,0;4,5;2480,596363979743;0,5333333333333333;130,69839906409211;2450,594982451727;7198,417755146025
3833;4,0;17,400000000000002;205,55555555555554;102110,0;0,54;42;8,4;8,4;2023-06-09 18:00:00+02:00;265,25652573577935;33,09825439182612;0,0692762759435758;14,240123388401692;21,02721732680605;21,013608663403026;1,733384448983209;21,02721732680605;2,339549544160024;2,92443693020003;1,1522633744855968;0,13757971997220775;0,7089179804487582;98,97553353146554;0,4992;1665,4536892313915;17,400000000000002;17,400000000000002;4,093719270557803;8,077615058677702;17,400000000000002;2,488888888888889;3,6627098888888887;6,629215970696613;1,0;16,48376027492513;12,581466680989791;6,875492638266308;0,7;16,636466895770944;6,618328888182941;-0,3743305087546463;6,243998379428295;169,75125066666666;1,0;4,5;272,40008549268856;1,0;4,5;3434,4022548196162;0,4992;135,678386561894;2283,049773878024;7825,057054088387
3834;3,0;16,7;80,55555555555556;102080,0;0,55;33;6,6;6,6;2023-06-09 19:00:00+02:00;277,06168175164345;23,97337571943072;0,0;0,0;20,971496044386132;20,985748022193064;2,060957899550819;20,971496044386132;1,7546621581200177;2,1933276976500222;0,9053497942386831;0,16257957637439924;0,4712269115315138;98,4102690119807;0,4608;1409,5220822028487;16,7;16,7;3,0702894529183515;4,543658470506205;16,7;1,9555555555555555;3,129376555555555;6,4743030643712824;1,0;15,606468543090708;12,237895951497864;6,840852759950597;0,7;15,788723785908923;7,746277329147812;-0,44915611065218897;7,297121218495623;169,75125066666666;1,0;4,5;496,0111860562349;1,0;4,5;4259,779103674933;0,4608;138,15922031099817;1978,8429992460674;8313,906621846749
3835;2,0;15,0;16,666666666666664;102030,0;0,71;25;5,0;5,0;2023-06-09 20:00:00+02:00;288,2571717666849;15,079408774015903;0,0;0,0;20,9475467145387;20,97377335726935;2,8897720773853948;20,9475467145387;1,169774772080012;1,462218465100015;0,6858710562414266;0,23127723022381136;0,29793015098294917;97,40815807359755;0,4266666666666667;1141,501852424971;15,0;15,0;2,0468596352789015;0,0;17,97377335726935;1,4814814814814814;2,655302481481481;7,539753733269824;1,0;16,236208822333644;13,207936706452124;7,930331443055007;0,7;16,525802911489595;9,12928709091621;0,7545602601757322;9,88384735109194;169,75125066666666;-1,0;-15,0;40,600335057131964;1,0;4,5;2378,051052968416;0,4266666666666667;140,11615264890807;1641,9861638543912;5371,890654971577
3836;2,0;15,100000000000001;0,0;101990,0;0,6900000000000001;17;3,4;3,75;2023-06-09 21:00:00+02:00;299,45309364592526;6,787158587771884;0,0;0,0;20,931965781051925;20,965982890525964;2,836719877940416;20,931965781051925;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;97,26205489444152;0,4;911,8317646353893;15,100000000000001;15,100000000000001;2,0468596352789015;0,0;18,0;1,1111111111111112;2,284932111111111;7,372190467770283;1,0;15,618516851844186;13,049512400537983;7,985124900852611;0,7;16,015430709870152;10,609076107245393;0,4533526117219553;11,062428718967348;169,75125066666666;-1,0;-15,0;9,66746124637635;1,0;4,5;2408,1458365687085;0,4;138,93757128103266;1302,5397307596813;4801,936043876822
3837;2,0;14,8;0,0;101940,0;0,73;8;1,6;3,75;2023-06-09 22:00:00+02:00;311,08765187466645;-0,39463209705267843;0,0;0,0;20,92840894563092;20,96420447281546;2,9840600292068857;20,92840894563092;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;97,11471474317504;0,4;910,450450717266;14,8;14,8;2,0468596352789015;0,0;17,86420447281546;1,1111111111111112;2,284932111111111;7,658043295216367;1,0;15,598540639226538;13,203911331039166;8,2005936103158;0,7;15,976151278158024;10,609076107245393;0,5831564181361246;11,192232525381517;169,75125066666666;-1,0;-15,0;39,81436708983388;1,0;4,5;2428,3456995334545;0,4;138,8077674746185;1301,3228200745482;4849,684588081769
3838;2,0;15,3;0,0;101900,0;0,67;0;0,0;3,75;2023-06-09 23:00:00+02:00;323,45210113448525;-6,964839730060717;0,0;0,0;20,934334318167284;20,967167159083644;2,7386637087156944;20,934334318167284;1,169774772080012;1,462218465100015;0,51440329218107;0,0766768844882243;0,09877477238192406;97,36011106366624;0,4;912,751041221871;15,3;15,3;2,0468596352789015;0,0;18,0;1,1111111111111112;2,284932111111111;7,246244666475432;1,0;15,590788628497485;12,964712707994252;7,888461698424509;0,7;15,992323857081235;10,609076107245393;0,34265211737780094;10,951728224623194;169,75125066666666;1,0;4,5;22,966537961429857;1,0;4,5;2436,1845004826287;0,4;139,0482717753768;1303,5775478941575;4845,230878226754
3839;3,0;15,0;0,0;101800,0;0,68;0;0,0;3,75;2023-06-10 00:00:00+02:00;336,65558724316725;-11,55091492528203;0,0;0,0;20,930780697195633;20,965390348597815;2,885799104168176;20,930780697195633;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;96,70488321660021;0,4;906,608280155627;15,0;15,0;3,0702894529183515;4,543658470506205;17,965390348597815;1,1111111111111112;2,284932111111111;7,221172589610537;1,0;15,564170383016924;12,938208089696966;7,868204665019293;0,7;15,964373710613739;10,609076107245393;0,4778409750822632;11,086917082327655;169,75125066666666;1,0;4,5;40,21692153233924;1,0;4,5;2463,100759403216;0,4;134,36942444716612;1259,7133541921824;4839,3905659500315
3840;3,0;14,5;0,0;101720,0;0,73;0;0,0;3,75;2023-06-10 01:00:00+02:00;350,56736836580956;-14,13741037997167;0,0;0,0;20,924847489967323;20,96242374498366;3,1317081656540564;20,924847489967323;1,7546621581200177;2,1933276976500222;0,51440329218107;-0,1412200646091032;-0,40931767923161705;96,45897415511432;0,4;904,3028827041968;14,5;14,5;3,0702894529183515;4,543658470506205;17,71242374498366;1,1111111111111112;2,284932111111111;7,518748841750236;1,0;15,475390980327042;13,068237230713544;8,089162787942326;0,7;15,848229774436478;10,609076107245393;0,6694693302304505;11,278545437475843;169,75125066666666;-1,0;-15,0;13,323546754255206;1,0;4,5;2552,874121489047;0,4;134,17779609201793;1257,9168383626682;4898,168639976834
3841;4,0;14,200000000000001;0,0;101650,0;0,6900000000000001;0;0,0;3,75;2023-06-10 02:00:00+02:00;4,81120327192167;-14,504079558977665;0,0;0,0;20,92128163597948;20,96064081798974;3,279665307924298;20,92128163597948;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;95,19603730348206;0,4;892,4628497201442;14,200000000000001;14,200000000000001;4,093719270557803;8,077615058677702;17,56064081798974;1,1111111111111112;2,284932111111111;6,977177256647208;1,0;15,26372807975695;12,660967185424765;7,669201176086772;0,7;15,646546869462414;10,609076107245393;0,7195411651253482;11,32861727237074;169,75125066666666;1,0;4,5;220,65762385065534;1,0;4,5;2766,9067646167714;0,4;130,59376766895156;1224,3165718964208;5274,095060750658
3842;4,0;13,8;0,0;101540,0;0,73;0;0,0;3,75;2023-06-10 03:00:00+02:00;18,880384012739853;-12,616786452433345;0,0;0,0;20,916520669330282;20,95826033466514;3,4774239363770207;20,916520669330282;2,339549544160024;2,92443693020003;0,51440329218107;-0,2958204103446903;-1,5242973885936422;94,99827867502934;0,4;890,6088625784;13,8;13,8;4,093719270557803;8,077615058677702;17,35826033466514;1,1111111111111112;2,284932111111111;7,202222138419522;1,0;15,189891197079739;12,75659844563371;7,835894708722261;0,7;15,551286053343972;10,609076107245393;0,8726266544292327;11,481702761674626;169,75125066666666;1,0;4,5;158,41654942844238;1,0;4,5;2841,57031272629;0,4;130,44068217964767;1222,8813954341967;5283,228370833996
3843;5,0;13,5;2,7777777777777777;101510,0;0,75;0;0,0;3,75;2023-06-10 04:00:00+02:00;32,33779256569761;-8,643480755851527;0,0;0,0;20,912945310074015;20,956472655037008;3,6261060591773475;20,912945310074015;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;93,02669856562147;0,4;872,1252990527013;13,5;13,5;5,1171490881972534;12,621273529183908;17,206472655037008;1,1111111111111112;2,284932111111111;7,263841391032222;1,0;15,110881482853353;12,755885522614461;7,878737259472549;0,7;15,460146678217294;10,609076107245393;0,9780281661001998;11,587104273345593;169,75125066666666;1,0;4,5;158,8805514148369;1,0;4,5;2921,4646065448683;0,4;125,79162219747052;1179,296458101286;5301,518165780359
3844;5,0;13,5;25,0;101460,0;0,78;0;0,0;3,75;2023-06-10 05:00:00+02:00;44,968961711926966;-2,849865044327615;0,0;0,0;20,912945310048148;20,956472655024072;3,626106059171215;20,912945310048148;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;93,0266985656276;0,4;872,1252990527587;13,5;13,5;5,1171490881972534;12,621273529183908;17,206472655024072;1,1111111111111112;2,284932111111111;7,554395046673511;1,0;15,174625499997461;12,951539105679226;8,101680988958721;0,7;15,513266692501896;10,609076107245393;1,0043478942006563;11,613424001446049;169,75125066666666;1,0;4,5;31,54050384148526;1,0;4,5;2857,0069220088176;0,4;125,76530246937006;1179,0497106503442;5109,473686220072
3845;5,0;13,9;55,55555555555556;101430,0;0,79;0;0,0;3,75;2023-06-10 06:00:00+02:00;56,81105516094701;4,3242245889459525;0,0;0,0;20,917711585982953;20,95885579299148;3,427932476063884;20,917711585982953;2,92443693020003;3,6555461627500376;0,51440329218107;-0,41573775482094655;-3,347195375201183;93,22487214873493;0,4;873,98317639439;13,9;13,9;5,1171490881972534;12,621273529183908;17,408855792991478;1,1111111111111112;2,284932111111111;7,84234276959105;1,0;15,361162508560195;13,201104846909622;8,328708270944439;0,7;15,702444722632075;10,609076107245393;0,8973351679385924;11,506411275183986;169,75125066666666;-1,0;-15,0;39,26639170859347;1,0;4,5;2668,3814761877165;0,4;125,87231519563213;1180,052954959051;4931,435249916418
